project_en,project,unit_en,unit,type,owner,parent,province,country,status_tabular,status,start_year,capacity,production,units,geom,lat,lng,route,url_en,url
Gómez Palacio power station,Central CC Gómez Palacio,1,1,gas_power_plant,Comisión Federal de Electricidad EPE,Comisión Federal de Electricidad EPE,Durango,Mexico,operating,operating,1976,239.8,,MW,point,25.593,-103.48,,https://gem.wiki/Gómez_Palacio_power_station,operating
Güemes power station,Central Térmica Güemes,GUEMTG01,GUEMTG01,gas_power_plant,Pampa Energia SA,Pampa Energia SA,Salta,Argentina,operating,operating,2008,100,,MW,point,-24.689,-65.042,,https://gem.wiki/Güemes_power_station,operating
Güemes power station,Central Térmica Güemes,GUEMTV11,GUEMTV11,gas_power_plant,Pampa Energia SA,Pampa Energia SA,Salta,Argentina,operating,operating,1983,63,,MW,point,-24.689,-65.042,,https://gem.wiki/Güemes_power_station,operating
Güemes power station,Central Térmica Güemes,GUEMTV12,GUEMTV12,gas_power_plant,Pampa Energia SA,Pampa Energia SA,Salta,Argentina,operating,operating,1983,63,,MW,point,-24.689,-65.042,,https://gem.wiki/Güemes_power_station,operating
Güemes power station,Central Térmica Güemes,GUEMTV13,GUEMTV13,gas_power_plant,Pampa Energia SA,Pampa Energia SA,Salta,Argentina,operating,operating,1992,135,,MW,point,-24.689,-65.042,,https://gem.wiki/Güemes_power_station,operating
Hermosillo Fuerza y Energía power station,Central CC Fuerza y Energía de Hermosillo,1,1,gas_power_plant,Naturgy México SA de CV,Naturgy Energy Group SA,Sonora,Mexico,operating,operating,2001,250,,MW,point,29.094,-111.1,,https://gem.wiki/Hermosillo_Fuerza_y_Energía_power_station,operating
Hermosillo power station,Central CC Hermosillo CFE,1,1,gas_power_plant,Comisión Federal de Electricidad EPE,Comisión Federal de Electricidad EPE,Sonora,Mexico,operating,operating,2005,227,,MW,point,29.035,-110.83,,https://gem.wiki/Hermosillo_power_station,operating
Huinalá CC power station,Central CC Huinalá,I,I,gas_power_plant,Comisión Federal de Electricidad EPE,Comisión Federal de Electricidad EPE,Nuevo León,Mexico,operating,operating,1981,378,,MW,point,25.72,-100.1,,https://gem.wiki/Huinalá_CC_power_station,operating
Huinalá CC power station,Central CC Huinalá,II,II,gas_power_plant,Comisión Federal de Electricidad EPE,Comisión Federal de Electricidad EPE,Nuevo León,Mexico,operating,operating,2000,459,,MW,point,25.72,-100.1,,https://gem.wiki/Huinalá_CC_power_station,operating
Humay power station,Central Térmica Humay,1,1,gas_power_plant,Gaz et L’Energie S.A.C.,Gaz et L’Energie S.A.C.,Ica,Peru,cancelled,cancelled,,520,,MW,point,-13.695,-76.028,,https://gem.wiki/Humay_power_station,cancelled
Hunts Bay power station,Hunts Bay power station,1,1,gas_power_plant,Jamaica Public Service Co Ltd,Korea Electric Power Corp [40.0%]; Marubeni Corp [40.0%]; Development Bank of Jamaica [19.9%]; other [0.1%],Surrey,Jamaica,announced,proposed_plus,2027,143,,MW,point,17.972,-76.81,,https://gem.wiki/Hunts_Bay_power_station,proposed_plus
Igarapé thermoelectric power station,Usina Termelétrica Igarapé,1,1,gas_power_plant,Companhia Energética de Minas Gerais,Companhia Energética de Minas Gerais,Minas Gerais,Brazil,mothballed,mothballed_plus,1978,120,,MW,point,-19.97,-44.283,,https://gem.wiki/Igarapé_thermoelectric_power_station,mothballed_plus
Illapa power station,Central Termoeléctrica Illapa,1,1,gas_power_plant,Central Illapa SA,Rurelec PLC,Antofagasta,Chile,shelved,shelved,,255,,MW,point,-23.103,-70.456,,https://gem.wiki/Illapa_power_station,shelved
Ilo power station,Central Termoeléctrica de Ilo,Ilo31-TG1,Ilo31-TG1,gas_power_plant,ENGIE Energía Perú SA,ENGIE Energía Perú SA,Moquegua,Peru,operating,operating,2013,190,,MW,point,-17.776,-71.189,,https://www.gem.wiki/Ilo_power_station,operating
Ilo power station,Central Termoeléctrica de Ilo,Ilo31-TG2,Ilo31-TG2,gas_power_plant,ENGIE Energía Perú SA,ENGIE Energía Perú SA,Moquegua,Peru,operating,operating,2013,190,,MW,point,-17.776,-71.189,,https://www.gem.wiki/Ilo_power_station,operating
Ilo power station,Central Termoeléctrica de Ilo,Ilo31-TG3,Ilo31-TG3,gas_power_plant,ENGIE Energía Perú SA,ENGIE Energía Perú SA,Moquegua,Peru,operating,operating,2013,190,,MW,point,-17.776,-71.189,,https://www.gem.wiki/Ilo_power_station,operating
Ilo power station,Central Termoeléctrica de Ilo,Ilo41-TG1,Ilo41-TG1,gas_power_plant,ENGIE Energía Perú SA,ENGIE Energía Perú SA,Moquegua,Peru,operating,operating,2016,240,,MW,point,-17.776,-71.189,,https://www.gem.wiki/Ilo_power_station,operating
Ilo power station,Central Termoeléctrica de Ilo,Ilo41-TG2,Ilo41-TG2,gas_power_plant,ENGIE Energía Perú SA,ENGIE Energía Perú SA,Moquegua,Peru,operating,operating,2016,240,,MW,point,-17.776,-71.189,,https://www.gem.wiki/Ilo_power_station,operating
Ilo power station,Central Termoeléctrica de Ilo,Ilo41-TG3,Ilo41-TG3,gas_power_plant,ENGIE Energía Perú SA,ENGIE Energía Perú SA,Moquegua,Peru,operating,operating,2016,240,,MW,point,-17.776,-71.189,,https://www.gem.wiki/Ilo_power_station,operating
Imetame I power station,Usina Termelétrica Imetame I,1,1,gas_power_plant,Imetame Logística,Imetame Logística,Espírito Santo,Brazil,shelved,shelved,2025,1683,,MW,point,-19.857,-40.075,,https://gem.wiki/Imetame_I_power_station,shelved
Independencia power station,Central Térmica Independencia,3,3,gas_power_plant,Generación Mediterránea SA,Grupo Albanesi,Tucumán,Argentina,operating,operating,2017,50,,MW,point,-26.866,-65.224,,https://gem.wiki/Independencia_power_station,operating
Independencia power station,Central Térmica Independencia,4,4,gas_power_plant,Generación Mediterránea SA,Grupo Albanesi,Tucumán,Argentina,operating,operating,2018,50,,MW,point,-26.866,-65.224,,https://gem.wiki/Independencia_power_station,operating
Independencia power station,Central Térmica Independencia,INDETG01,INDETG01,gas_power_plant,Generación Mediterránea SA,Grupo Albanesi,Tucumán,Argentina,operating,operating,2011,60,,MW,point,-26.866,-65.224,,https://gem.wiki/Independencia_power_station,operating
Independencia power station,Central Térmica Independencia,INDETG02,INDETG02,gas_power_plant,Generación Mediterránea SA,Grupo Albanesi,Tucumán,Argentina,operating,operating,2011,60,,MW,point,-26.866,-65.224,,https://gem.wiki/Independencia_power_station,operating
India Urquia power station,Planta Termoeléctrica India Urquia,1,1,gas_power_plant,Corporación Eléctrica Nacional (Venezuela) SA,Corporación Eléctrica Nacional (Venezuela) SA,Miranda,Venezuela,operating,operating,2013,540,,MW,point,10.29,-66.682,,https://gem.wiki/India_Urquia_power_station,operating
India Urquia power station,Planta Termoeléctrica India Urquia,2,2,gas_power_plant,Corporación Eléctrica Nacional (Venezuela) SA,Corporación Eléctrica Nacional (Venezuela) SA,Miranda,Venezuela,mothballed,mothballed_plus,2013,540,,MW,point,10.29,-66.682,,https://gem.wiki/India_Urquia_power_station,mothballed_plus
Ingeniero White thermal power plant,Central Térmica Ingeniero White,1,1,gas_power_plant,Pampa Energia SA,Pampa Energia SA,Buenos Aires,Argentina,operating,operating,2017,99.6,,MW,point,-38.785,-62.253,,https://gem.wiki/Ingeniero_White_thermal_power_plant,operating
Iquitos Nueva power station,Central Termoeléctrica Iquitos Nueva - Reserva Fría,2024-01-07 0:00:00,2024-01-07 0:00:00,gas_power_plant,Genrent del Perú SAC,VPower Group International Holdings Ltd [51.0%],Loreto,Peru,operating,operating,2018,81.2,,MW,point,-3.642,-73.218,,https://gem.wiki/Iquitos_Nueva_power_station,operating
Iquitos Wärtsilä power station,Central Termoeléctrica Iquitos Wärtsilä,"Wärtsilä 1-7, CAT-16CM32","Wärtsilä 1-7, CAT-16CM32",gas_power_plant,Electro Oriente SA,Electro Oriente SA,Loreto,Peru,operating,operating,1993,57.3,,MW,point,-3.7363,-73.244,,https:/.gem.wiki/Iquitos_Wärtsilä_power_station,operating
Itacoatiara power station,Usina Termelétrica de Itacoatiara,1,1,gas_power_plant,Termelétrica Itacoatiara SA,Grupo Dislub Equador [50.0%]; Vitol Holding II SA [50.0%],Amazonas,Brazil,pre-construction,pre-construction,,638,,MW,point,-3.1487,-58.433,,https://gem.wiki/Itacoatiara_power_station,pre-construction
Jaci power station,Usina Termelétrica Jaci,1,1,gas_power_plant,Global Participações em Energia SA,Commandery Participações SA,Rio de Janeiro,Brazil,pre-construction,pre-construction,2024,667,,MW,point,-22.281,-41.737,,https://gem.wiki/Jaci_power_station,pre-construction
Jacutinga power station,Usina Termelétrica Jacutinga,1,1,gas_power_plant,EECO Jacutinga Empreendimentos Energéticos do Centro Oeste SA,Grupo Bom Futuro,Minas Gerais,Brazil,cancelled,cancelled,,260,,MW,point,-22.27,-46.537,,https://gem.wiki/Jacutinga_power_station,cancelled
Jaguatirica II power station,Usina Termelétrica Jaguatirica II,1,1,gas_power_plant,Azulão Geração de Energia SA,Eneva SA,Roraima,Brazil,operating,operating,2022,141,,MW,point,2.9651,-60.676,,https://gem.wiki/Jaguatirica_II_power_station,operating
Jamalco power station,Jamalco power station,1,1,gas_power_plant,New Fortress Energy Inc,New Fortress Energy Inc,Clarendon,Jamaica,operating,operating,2020,150,,MW,point,17.931,-77.248,,https://www.gem.wiki/Jamalco_power_station,operating
Jaraqui power station,Usina Termelétrica Jaraqui,1,1,gas_power_plant,Breitener Jaraqui SA,Ceiba Energy,Amazonas,Brazil,operating,operating,2006,157,,MW,point,-2.9816,-60.018,,https://gem.wiki/Jaraqui_power_station,operating
Jarry Sud power station,Jarry Sud power station,TAC3,TAC3,gas_power_plant,Electricité de France SA,Electricité de France SA,Guadaloupe,Guadeloupe,operating,operating,1989,20,,MW,point,16.233,-61.555,,https://gem.wiki/Jarry_Sud_power_station,operating
Jarry Sud power station,Jarry Sud power station,TAC4,TAC4,gas_power_plant,Electricité de France SA,Electricité de France SA,Guadaloupe,Guadeloupe,operating,operating,1993,21,,MW,point,16.233,-61.555,,https://gem.wiki/Jarry_Sud_power_station,operating
Jarry Sud power station,Jarry Sud power station,TAC5,TAC5,gas_power_plant,Electricité de France SA,Electricité de France SA,Guadaloupe,Guadeloupe,operating,operating,2004,40,,MW,point,16.233,-61.555,,https://gem.wiki/Jarry_Sud_power_station,operating
Jesus Soares Pereira power station,Usina Termelétrica Jesus Soares Pereira,1,1,gas_power_plant,Petróleo Brasileiro SA,Petróleo Brasileiro SA,Rio Grande do Norte,Brazil,operating,operating,2008,161.5,,MW,point,-5.3825,-36.819,,https://gem.wiki/Jesus_Soares_Pereira_power_station,operating
Jesus Soares Pereira power station,Usina Termelétrica Jesus Soares Pereira,2,2,gas_power_plant,Petróleo Brasileiro SA,Petróleo Brasileiro SA,Rio Grande do Norte,Brazil,operating,operating,2008,161.5,,MW,point,-5.3825,-36.819,,https://gem.wiki/Jesus_Soares_Pereira_power_station,operating
Jorge Luque power station,Central CC Jorge Luque,1,1,gas_power_plant,Generadora Fénix SAPI de CV,Mota-Engil SGPS SA [46.4%]; Ashkora Capital [44.6%]; LF del Centro S de RL de CV [9.0%],México,Mexico,announced,proposed_plus,,1700,,MW,point,19.646,-99.183,,https://gem.wiki/Jorge_Luque_power_station,proposed_plus
Josefa Camejo power station,Central Termoeléctrica Josefa Camejo,PTJC-1,PTJC-1,gas_power_plant,Corporación Eléctrica Nacional (Venezuela) SA,Corporación Eléctrica Nacional (Venezuela) SA,Falcón,Venezuela,operating,operating,2008,160,,MW,point,11.75,-70.172,,https://gem.wiki/Josefa_Camejo_power_station,operating
Josefa Camejo power station,Central Termoeléctrica Josefa Camejo,PTJC-2,PTJC-2,gas_power_plant,Corporación Eléctrica Nacional (Venezuela) SA,Corporación Eléctrica Nacional (Venezuela) SA,Falcón,Venezuela,mothballed,mothballed_plus,2009,160,,MW,point,11.75,-70.172,,https://gem.wiki/Josefa_Camejo_power_station,mothballed_plus
Josefa Camejo power station,Central Termoeléctrica Josefa Camejo,PTJC-3,PTJC-3,gas_power_plant,Corporación Eléctrica Nacional (Venezuela) SA,Corporación Eléctrica Nacional (Venezuela) SA,Falcón,Venezuela,operating,operating,2015,160,,MW,point,11.75,-70.172,,https://gem.wiki/Josefa_Camejo_power_station,operating
Josefa Joaquina Sánchez Bastidas power station,Complejo Generador Josefa Joaquina Sánchez Bastidas,JJSB-5,JJSB-5,gas_power_plant,Corporación Eléctrica Nacional (Venezuela) SA,Corporación Eléctrica Nacional (Venezuela) SA,Vargas,Venezuela,mothballed,mothballed_plus,1956,68,,MW,point,10.588,-67.079,,https://gem.wiki/Josefa_Joaquina_Sánchez_Bastidas_power_station,mothballed_plus
Josefa Joaquina Sánchez Bastidas power station,Complejo Generador Josefa Joaquina Sánchez Bastidas,JJSB-6,JJSB-6,gas_power_plant,Corporación Eléctrica Nacional (Venezuela) SA,Corporación Eléctrica Nacional (Venezuela) SA,Vargas,Venezuela,mothballed,mothballed_plus,1956,68,,MW,point,10.588,-67.079,,https://gem.wiki/Josefa_Joaquina_Sánchez_Bastidas_power_station,mothballed_plus
Josefa Joaquina Sánchez Bastidas power station,Complejo Generador Josefa Joaquina Sánchez Bastidas,JJSB-7,JJSB-7,gas_power_plant,Corporación Eléctrica Nacional (Venezuela) SA,Corporación Eléctrica Nacional (Venezuela) SA,Vargas,Venezuela,operating,operating,1993,460,,MW,point,10.588,-67.079,,https://gem.wiki/Josefa_Joaquina_Sánchez_Bastidas_power_station,operating
Josefa Joaquina Sánchez Bastidas power station,Complejo Generador Josefa Joaquina Sánchez Bastidas,JJSB-8,JJSB-8,gas_power_plant,Corporación Eléctrica Nacional (Venezuela) SA,Corporación Eléctrica Nacional (Venezuela) SA,Vargas,Venezuela,mothballed,mothballed_plus,1993,460,,MW,point,10.588,-67.079,,https://gem.wiki/Josefa_Joaquina_Sánchez_Bastidas_power_station,mothballed_plus
Josefa Joaquina Sánchez Bastidas power station,Complejo Generador Josefa Joaquina Sánchez Bastidas,JJSB-9,JJSB-9,gas_power_plant,Corporación Eléctrica Nacional (Venezuela) SA,Corporación Eléctrica Nacional (Venezuela) SA,Vargas,Venezuela,mothballed,mothballed_plus,1993,460,,MW,point,10.588,-67.079,,https://gem.wiki/Josefa_Joaquina_Sánchez_Bastidas_power_station,mothballed_plus
Josè Aceves Pozos power station,Central Termoeléctrica José Aceves Pozos,1,1,gas_power_plant,Comisión Federal de Electricidad EPE,Comisión Federal de Electricidad EPE,Sinaloa,Mexico,operating,operating,1976,158,,MW,point,23.193,-106.35,,https://www.gem.wiki/Jos%C3%A8_Aceves_Pozos_power_station,operating
Josè Aceves Pozos power station,Central Termoeléctrica José Aceves Pozos,2,2,gas_power_plant,Comisión Federal de Electricidad EPE,Comisión Federal de Electricidad EPE,Sinaloa,Mexico,operating,operating,1976,158,,MW,point,23.193,-106.35,,https://www.gem.wiki/Jos%C3%A8_Aceves_Pozos_power_station,operating
Josè Aceves Pozos power station,Central Termoeléctrica José Aceves Pozos,3,3,gas_power_plant,Comisión Federal de Electricidad EPE,Comisión Federal de Electricidad EPE,Sinaloa,Mexico,operating,operating,1981,300,,MW,point,23.193,-106.35,,https://www.gem.wiki/Jos%C3%A8_Aceves_Pozos_power_station,operating
José Battle y Ordoñez power station,Central Térmica José Battle y Ordóñez,2024-01-10 0:00:00,2024-01-10 0:00:00,gas_power_plant,Administracion Nacional De Usinas y Trasmisiones Eléctricas,Administracion Nacional De Usinas y Trasmisiones Eléctricas,Montevideo,Uruguay,operating,operating,2010,80,,MW,point,-34.885,-56.197,,https://gem.wiki/José_Battle_y_Ordoñez_power_station,operating
José María España power station,Planta Termoeléctrica José María España,10,10,gas_power_plant,Corporación Eléctrica Nacional (Venezuela) SA,Corporación Eléctrica Nacional (Venezuela) SA,Miranda,Venezuela,operating,operating,1969,100,,MW,point,10.421,-66.955,,https://gem.wiki/José_María_España_power_station,operating
José María España power station,Planta Termoeléctrica José María España,11,11,gas_power_plant,Corporación Eléctrica Nacional (Venezuela) SA,Corporación Eléctrica Nacional (Venezuela) SA,Miranda,Venezuela,mothballed,mothballed_plus,1969,100,,MW,point,10.421,-66.955,,https://gem.wiki/José_María_España_power_station,mothballed_plus
José María España power station,Planta Termoeléctrica José María España,12,12,gas_power_plant,Corporación Eléctrica Nacional (Venezuela) SA,Corporación Eléctrica Nacional (Venezuela) SA,Miranda,Venezuela,mothballed,mothballed_plus,1969,100,,MW,point,10.421,-66.955,,https://gem.wiki/José_María_España_power_station,mothballed_plus
José María España power station,Planta Termoeléctrica José María España,13,13,gas_power_plant,Corporación Eléctrica Nacional (Venezuela) SA,Corporación Eléctrica Nacional (Venezuela) SA,Miranda,Venezuela,operating,operating,1969,100,,MW,point,10.421,-66.955,,https://gem.wiki/José_María_España_power_station,operating
José María España power station,Planta Termoeléctrica José María España,9,9,gas_power_plant,Corporación Eléctrica Nacional (Venezuela) SA,Corporación Eléctrica Nacional (Venezuela) SA,Miranda,Venezuela,mothballed,mothballed_plus,1969,100,,MW,point,10.421,-66.955,,https://gem.wiki/José_María_España_power_station,mothballed_plus
Juan Bautista Arismendi power station,Central Termoeléctrica Juan Bautista Arismendi,JBA-1,JBA-1,gas_power_plant,Corporación Eléctrica Nacional (Venezuela) SA,Corporación Eléctrica Nacional (Venezuela) SA,Nueva Esparta,Venezuela,mothballed,mothballed_plus,2012,85,,MW,point,10.879,-64.033,,https://gem.wiki/Juan_Bautista_Arismendi_power_station,mothballed_plus
Juan Bautista Arismendi power station,Central Termoeléctrica Juan Bautista Arismendi,JBA-2,JBA-2,gas_power_plant,Corporación Eléctrica Nacional (Venezuela) SA,Corporación Eléctrica Nacional (Venezuela) SA,Nueva Esparta,Venezuela,operating,operating,2014,85,,MW,point,10.879,-64.033,,https://gem.wiki/Juan_Bautista_Arismendi_power_station,operating
Juan Manuel Valdez power station,Termoeléctrica Juan Manuel Valdez Guiria,1,1,gas_power_plant,Corporación Eléctrica Nacional (Venezuela) SA,Corporación Eléctrica Nacional (Venezuela) SA,Sucre,Venezuela,operating,operating,2018,175,,MW,point,10.562,-62.31,,https://gem.wiki/Juan_Manuel_Valdez_power_station,operating
Juan Manuel Valdez power station,Termoeléctrica Juan Manuel Valdez Guiria,2,2,gas_power_plant,Corporación Eléctrica Nacional (Venezuela) SA,Corporación Eléctrica Nacional (Venezuela) SA,Sucre,Venezuela,mothballed,mothballed_plus,2018,175,,MW,point,10.562,-62.31,,https://gem.wiki/Juan_Manuel_Valdez_power_station,mothballed_plus
Juan Manuel Valdez power station,Termoeléctrica Juan Manuel Valdez Guiria,3,3,gas_power_plant,Corporación Eléctrica Nacional (Venezuela) SA,Corporación Eléctrica Nacional (Venezuela) SA,Sucre,Venezuela,cancelled,cancelled,,175,,MW,point,10.562,-62.31,,https://gem.wiki/Juan_Manuel_Valdez_power_station,cancelled
Juan Manuel Valdez power station,Termoeléctrica Juan Manuel Valdez Guiria,4,4,gas_power_plant,Corporación Eléctrica Nacional (Venezuela) SA,Corporación Eléctrica Nacional (Venezuela) SA,Sucre,Venezuela,cancelled,cancelled,,175,,MW,point,10.562,-62.31,,https://gem.wiki/Juan_Manuel_Valdez_power_station,cancelled
Juan de Dios Bátiz Paredes power station,Central Termoeléctrica Juan de Dios Bátiz Paredes,1,1,gas_power_plant,Comisión Federal de Electricidad EPE,Comisión Federal de Electricidad EPE,Sinaloa,Mexico,operating,operating,1995,160,,MW,point,25.608,-109.05,,https://gem.wiki/Juan_de_Dios_Bátiz_Paredes_power_station,operating
Juan de Dios Bátiz Paredes power station,Central Termoeléctrica Juan de Dios Bátiz Paredes,2,2,gas_power_plant,Comisión Federal de Electricidad EPE,Comisión Federal de Electricidad EPE,Sinaloa,Mexico,operating,operating,1995,160,,MW,point,25.608,-109.05,,https://gem.wiki/Juan_de_Dios_Bátiz_Paredes_power_station,operating
Juandhó power station,Central CC Juandhó,1,1,gas_power_plant,Sindicato Mexicano de Electricistas,Sindicato Mexicano de Electricistas,Hidalgo,Mexico,cancelled,cancelled,,650,,MW,point,20.156,-99.187,,https://gem.wiki/Juandhó_power_station,cancelled
Juiz de Fora power station,Usina Termelétrica Juiz de Fora,1,1,gas_power_plant,Petróleo Brasileiro SA,Petróleo Brasileiro SA,Minas Gerais,Brazil,operating,operating,2002,44,,MW,point,-21.69,-43.457,,https://gem.wiki/Juiz_de_Fora_power_station,operating
Juiz de Fora power station,Usina Termelétrica Juiz de Fora,2,2,gas_power_plant,Petróleo Brasileiro SA,Petróleo Brasileiro SA,Minas Gerais,Brazil,operating,operating,2002,43,,MW,point,-21.69,-43.457,,https://gem.wiki/Juiz_de_Fora_power_station,operating
Kallpa power station,Central Termoeléctrica Kallpa,TG1-TG2-TG3-TV1,TG1-TG2-TG3-TV1,gas_power_plant,Kallpa Generación SA,Nautilus Energy Partners LLC,Lima,Peru,operating,operating,2012,979,,MW,point,-12.498,-76.729,,https://gem.wiki/Kallpa_power_station,operating
Karkey 013 power station,Usina Termelétrica Karkey 013,1,1,gas_power_plant,Karpowership Brasil Energia Ltda,Karadeniz Holding AS,Rio de Janeiro,Brazil,operating,operating,2022,258.7,,MW,point,-22.93,-43.857,,https://gem.wiki/Karkey_013_power_station,operating
Karkey 019 power station,Usina Termelétrica Karkey 019,1,1,gas_power_plant,Karpowership Brasil Energia Ltda,Karadeniz Holding AS,Rio de Janeiro,Brazil,operating,operating,2022,115.9,,MW,point,-22.936,-43.834,,https://gem.wiki/Karkey_019_power_station,operating
Kelar power station,Central Termoeléctrica Kelar,1,1,gas_power_plant,Tamakaya SpA,BHP Group Ltd,Antofagasta,Chile,operating,operating,2016,522,,MW,point,-23.035,-70.34,,https://gem.wiki/Kelar_power_station,operating
Kourou power station,Kourou power station,GT1,GT1,gas_power_plant,Electricité de France SA,Electricité de France SA,French Guiana,French Guiana,operating,operating,1993,20,,MW,point,5.1628,-52.67,,https://gem.wiki/Kourou_power_station,operating
Kourou power station,Kourou power station,GT2,GT2,gas_power_plant,Electricité de France SA,Electricité de France SA,French Guiana,French Guiana,operating,operating,2014,20,,MW,point,5.1628,-52.67,,https://gem.wiki/Kourou_power_station,operating
La Cabrera power station,Planta Termoeléctrica La Cabrera,CAB-1,CAB-1,gas_power_plant,Petróleos de Venezuela SA,Government of Venezuela,Aragua,Venezuela,operating,operating,2014,160,,MW,point,10.254,-67.676,,https://gem.wiki/La_Cabrera_power_station,operating
La Cabrera power station,Planta Termoeléctrica La Cabrera,CAB-2,CAB-2,gas_power_plant,Petróleos de Venezuela SA,Government of Venezuela,Aragua,Venezuela,operating,operating,2014,160,,MW,point,10.254,-67.676,,https://gem.wiki/La_Cabrera_power_station,operating
La Caridad power station,Central CC La Caridad,I,I,gas_power_plant,Minera México,Grupo México SAB de CV,Sonora,Mexico,operating,operating,2013,258.1,,MW,point,30.522,-109.62,,https:/.gem.wiki/La_Caridad_power_station,operating
La Caridad power station,Central CC La Caridad,II,II,gas_power_plant,Minera México,Grupo México SAB de CV,Sonora,Mexico,operating,operating,2014,258.1,,MW,point,30.522,-109.62,,https:/.gem.wiki/La_Caridad_power_station,operating
La Laguna II power station,Central Iberdrola La Laguna II,1,1,gas_power_plant,Mexico Infrastructure Partners SAPI de CV,Mexico Infrastructure Partners SAPI de CV,Durango,Mexico,operating,operating,2005,537,,MW,point,25.601,-103.47,,https:/.gem.wiki/La_Laguna_II_power_station,operating
La Plata Cogeneración power station,Central La Plata Cogeneración,LPC I,LPC I,gas_power_plant,YPF Luz SA,YPF SA [75.0%]; General Electric Co [25.0%],Buenos Aires,Argentina,operating,operating,1997,128,,MW,point,-34.89,-57.923,,https://gem.wiki/La_Plata_Cogeneración_power_station,operating
La Plata Cogeneración power station,Central La Plata Cogeneración,LPC II,LPC II,gas_power_plant,YPF Luz SA,YPF SA [75.0%]; General Electric Co [25.0%],Buenos Aires,Argentina,operating,operating,2020,90,,MW,point,-34.89,-57.923,,https://gem.wiki/La_Plata_Cogeneración_power_station,operating
La Raisa power station,Termocentro La Raisa,LR-100,LR-100,gas_power_plant,Corporación Eléctrica Nacional (Venezuela) SA,Corporación Eléctrica Nacional (Venezuela) SA,Miranda,Venezuela,mothballed,mothballed_plus,2011,60,,MW,point,10.256,-66.792,,https://gem.wiki/La_Raisa_power_station,mothballed_plus
La Raisa power station,Termocentro La Raisa,LR-200,LR-200,gas_power_plant,Corporación Eléctrica Nacional (Venezuela) SA,Corporación Eléctrica Nacional (Venezuela) SA,Miranda,Venezuela,mothballed,mothballed_plus,2011,60,,MW,point,10.256,-66.792,,https://gem.wiki/La_Raisa_power_station,mothballed_plus
La Raisa power station,Termocentro La Raisa,LR-300,LR-300,gas_power_plant,Corporación Eléctrica Nacional (Venezuela) SA,Corporación Eléctrica Nacional (Venezuela) SA,Miranda,Venezuela,mothballed,mothballed_plus,2011,60,,MW,point,10.256,-66.792,,https://gem.wiki/La_Raisa_power_station,mothballed_plus
La Raisa power station,Termocentro La Raisa,LR-400,LR-400,gas_power_plant,Corporación Eléctrica Nacional (Venezuela) SA,Corporación Eléctrica Nacional (Venezuela) SA,Miranda,Venezuela,operating,operating,2012,50,,MW,point,10.256,-66.792,,https://gem.wiki/La_Raisa_power_station,operating
La Raisa power station,Termocentro La Raisa,LR-500,LR-500,gas_power_plant,Corporación Eléctrica Nacional (Venezuela) SA,Corporación Eléctrica Nacional (Venezuela) SA,Miranda,Venezuela,mothballed,mothballed_plus,2012,50,,MW,point,10.256,-66.792,,https://gem.wiki/La_Raisa_power_station,mothballed_plus
La Raisa power station,Termocentro La Raisa,LR-600,LR-600,gas_power_plant,Corporación Eléctrica Nacional (Venezuela) SA,Corporación Eléctrica Nacional (Venezuela) SA,Miranda,Venezuela,operating,operating,2012,85,,MW,point,10.256,-66.792,,https://gem.wiki/La_Raisa_power_station,operating
La Raisa power station,Termocentro La Raisa,LR-700,LR-700,gas_power_plant,Corporación Eléctrica Nacional (Venezuela) SA,Corporación Eléctrica Nacional (Venezuela) SA,Miranda,Venezuela,mothballed,mothballed_plus,2013,85,,MW,point,10.256,-66.792,,https://gem.wiki/La_Raisa_power_station,mothballed_plus
La Rosita power station,Central CC La Rosita I,I,I,gas_power_plant,Saavi Energia,Global Infrastructure Partners,Baja California,Mexico,operating,operating,2003,1068,,MW,point,32.598,-115.63,,https://gem.wiki/La_Rosita_power_station,operating
La Rosita power station,Central CC La Rosita I,II,II,gas_power_plant,Saavi Energia,Global Infrastructure Partners,Baja California,Mexico,operating,operating,2003,337,,MW,point,32.598,-115.63,,https://gem.wiki/La_Rosita_power_station,operating
La Vega power station,Central térmica la Vega,1,1,gas_power_plant,Naturgy Energy Group SA,Naturgy Energy Group SA,La Vega,Dominican Republic,operating,operating,2001,94.5,,MW,point,19.248,-70.55,,https://gem.wiki/La_Vega_power_station,operating
Laeisz La Ensenada power station,Planta Térmica La Ensenad,1,1,gas_power_plant,Grupo Laeisz,Grupo Laeisz,Atlántida,Honduras,operating,operating,2019,87,,MW,point,15.785,-86.655,,https:/.gem.wiki/Laeisz_La_Ensenada_power_station,operating
Laranjeiras power station,Usina Termelétrica Laranjeiras,1,1,gas_power_plant,Centrais Elétricas de Sergipe SA,Centrais Elétricas de Sergipe Participações SA,Sergipe,Brazil,announced,proposed_plus,,618,,MW,point,-10.813,-36.939,,https://gem.wiki/Laranjeiras_power_station,proposed_plus
Las Flores power station,Central Termoeléctrica Las Flores,TG5-TV1,TG5-TV1,gas_power_plant,Kallpa Generación SA,Nautilus Energy Partners LLC,Lima,Peru,operating,operating,2022,325,,MW,point,-12.522,-76.717,,https://gem.wiki/Las_Flores_power_station,operating
Las Palmas power station,Planta Eléctrica Las Palmas 2,1,1,gas_power_plant,Inkia Energy,I Squared Capital,Escuintla,Guatemala,operating,operating,1998,66.8,,MW,point,14.262,-90.799,,https://www.gem.wiki/Las_Palmas_power_station,operating
