project_en,project,unit_en,unit,type,owner,parent,province,country,status_tabular,status,start_year,capacity,production,units,geom,lat,lng,route,url_en,url
Camarupim,Camarupim,,,oil_and_gas_extraction_area,BW Energy (100%),BW Energy (100%),,Brazil,operating,operating,2009,,,,point,-19.935,-39.62,,https://www.gem.wiki/Camarupim_Oil_and_Gas_Field_%28Esp%C3%ADrito_Santo%2C_Brazil%29,https://www.gem.wiki/Camarupim_Oil_and_Gas_Field_%28Esp%C3%ADrito_Santo%2C_Brazil%29
Frade,Frade,,,oil_and_gas_extraction_area,Petro Rio Jaguar (81.7%);Petro Rio Sardinha (18.3%),PetroRio SA (81.7%);PRIO (18.3%),,Brazil,operating,operating,2009,,,,point,-21.9,-39.858,,https://www.gem.wiki/Frade_Oil_and_Gas_Field_%28Rio_de_Janeiro%2C_Brazil%29,https://www.gem.wiki/Frade_Oil_and_Gas_Field_%28Rio_de_Janeiro%2C_Brazil%29
Ostra,Ostra,,,oil_and_gas_extraction_area,Shell Brasil (50%);ONGC Campos (27%);Qatarenergy (23%),Shell plc (50%);Oil and Natural Gas Corporation (ONGC) (27%),,Brazil,operating,operating,2009,,,,point,-21.214,-39.661,,https://www.gem.wiki/Ostra_Oil_and_Gas_Field_%28Esp%C3%ADrito_Santo%2C_Brazil%29,https://www.gem.wiki/Ostra_Oil_and_Gas_Field_%28Esp%C3%ADrito_Santo%2C_Brazil%29
Xanab,Xanab,,,oil_and_gas_extraction_area,PEMEX (100%),Petroleos Mexicanos (100%),,Mexico,operating,operating,2009,,63.84,million boe/y,point,18.538,-93.382,,https://www.gem.wiki/Xanab_Oil_and_Gas_Field_%28Federal_Offshore%2C_Mexico%29,https://www.gem.wiki/Xanab_Oil_and_Gas_Field_%28Federal_Offshore%2C_Mexico%29
Terra,Terra,,,oil_and_gas_extraction_area,PEMEX (100%),Petroleos Mexicanos (100%),,Mexico,operating,operating,2009,,6.8,million boe/y,point,18.232,-92.968,,https://www.gem.wiki/Terra_Oil_and_Gas_Field_%28Tabasco%2C_Mexico%29,https://www.gem.wiki/Terra_Oil_and_Gas_Field_%28Tabasco%2C_Mexico%29
Madrefil,Madrefil,,,oil_and_gas_extraction_area,PEMEX (100%),Petroleos Mexicanos (100%),,Mexico,operating,operating,2009,,13.1,million boe/y,point,18.158,-93.329,,https://www.gem.wiki/Madrefil_Oil_and_Gas_Field_%28Tabasco%2C_Mexico%29,https://www.gem.wiki/Madrefil_Oil_and_Gas_Field_%28Tabasco%2C_Mexico%29
Cali,Cali,,,oil_and_gas_extraction_area,,,,Mexico,operating,operating,2009,,1.18,million boe/y,point,26.133,-98.632,,https://www.gem.wiki/Cali_Oil_and_Gas_Field_%28Tamaulipas%2C_Mexico%29,https://www.gem.wiki/Cali_Oil_and_Gas_Field_%28Tamaulipas%2C_Mexico%29
Savonette,Savonette,,,oil_and_gas_extraction_area,BPTT (100%),BP P.L.C. (70%);Repsol (30%),,Trinidad and Tobago,operating,operating,2009,,18.25,million boe/y,point,10.08,-60.27,,https://www.gem.wiki/Savonette_Gas_Field_%28Trinidad_and_Tobago%29,https://www.gem.wiki/Savonette_Gas_Field_%28Trinidad_and_Tobago%29
Poinsettia,Poinsettia,,,oil_and_gas_extraction_area,BG Group (45.9%);Petrotrin (19.5%);Eni S.P.A. (17.3%);NSGP (Ensign Limited) (17.3%),Shell plc (45.9%);Trinidad Petroleum Holding Ltd (19.5%);Eni S.P.A. (17.3%);Spirit Energy Limited (17.3%),,Trinidad and Tobago,operating,mothballed_plus,2009,,,,point,11.223,-61.533,,https://www.gem.wiki/Poinsettia_Gas_Field_%28Trinidad_and_Tobago%29,https://www.gem.wiki/Poinsettia_Gas_Field_%28Trinidad_and_Tobago%29
Antonio Nicolás Briceño power station,Planta Termoeléctrica Antonio Nicolás Briceño,1,1,gas_power_plant,Corporación Eléctrica Nacional (Venezuela) SA,Corporación Eléctrica Nacional (Venezuela) SA,Zulia,Venezuela,mothballed,mothballed_plus,2010,90,,MW,point,9.7836,-71.077,,https://gem.wiki/Antonio_Nicolás_Briceño_power_station,https://gem.wiki/Antonio_Nicolás_Briceño_power_station
Bicentenario power station,Central Térmica Bicentenario,CC,CC,gas_power_plant,EPEC Generación,Empresa Provincial de Energia de Cordoba,Córdoba,Argentina,operating,operating,2010,466,,MW,point,-31.668,-63.834,,https://gem.wiki/Bicentenario_power_station,https://gem.wiki/Bicentenario_power_station
EG Felton Fuel Oil power station,Central Termoeléctrica EG Felton,1,1,gas_power_plant,Unión Eléctrica de Cuba,Unión Eléctrica de Cuba,Holguín,Cuba,operating,mothballed_plus,2010,60,,MW,point,20.727,-75.597,,https://gem.wiki/Felton_Fuel_Oil_power_station,https://gem.wiki/Felton_Fuel_Oil_power_station
Geramar I (Antiga Tocantinópolis) power station,Usina Termelétrica Geramar I (Antiga Tocantinópolis),1,1,gas_power_plant,Geradora de Energia do Maranhão SA,Vulcan Fundo de Investimento [50.0%]; Servtec Investimentos e Participações [25.0%]; HS Investimentos SA [21.0%]; other [4.0%],Maranhão,Brazil,operating,mothballed_plus,2010,165.9,,MW,point,-3.5662,-44.559,,https://gem.wiki/Geramar_I_(Antiga_Tocantinópolis)_power_station,https://gem.wiki/Geramar_I_(Antiga_Tocantinópolis)_power_station
Geramar II (Antiga Tocantinópolis) power station,Usina Termelétrica Geramar II (Antiga Tocantinópolis),1,1,gas_power_plant,Geradora de Energia do Maranhão SA,Vulcan Fundo de Investimento [50.0%]; Servtec Investimentos e Participações [25.0%]; HS Investimentos SA [21.0%]; other [4.0%],Maranhão,Brazil,operating,retired,2010,165.9,,MW,point,-3.5662,-44.559,,https://gem.wiki/Geramar_II_(Antiga_Tocantinópolis)_power_station,https://gem.wiki/Geramar_II_(Antiga_Tocantinópolis)_power_station
Global I power station,Usina Termelétrica Global I,1,1,gas_power_plant,Companhia Energética Candeias,Commandery Participações SA [89.0%],Bahia,Brazil,operating,operating,2010,148.8,,MW,point,-12.73,-38.482,,https://gem.wiki/Global_I_power_station,https://gem.wiki/Global_I_power_station
Global II power station,Usina Termelétrica Global II,1,1,gas_power_plant,Companhia Energética Candeias,Commandery Participações SA [89.0%],Bahia,Brazil,operating,operating,2010,148.8,,MW,point,-12.73,-38.481,,https://gem.wiki/Global_II_power_station,https://gem.wiki/Global_II_power_station
Guarani power station,Usina Termelétrica Guarani,1,1,gas_power_plant,Sao Francisco Energia SA,Commandery Participações SA,Bahia,Brazil,operating,retired,2010,150,,MW,point,-12.69,-38.302,,https://gem.wiki/Guarani_power_station,https://gem.wiki/Guarani_power_station
José Battle y Ordoñez power station,Central Térmica José Battle y Ordóñez,2024-01-10 0:00:00,2024-01-10 0:00:00,gas_power_plant,Administracion Nacional De Usinas y Trasmisiones Eléctricas,Administracion Nacional De Usinas y Trasmisiones Eléctricas,Montevideo,Uruguay,operating,pre-construction,2010,80,,MW,point,-34.885,-56.197,,https://gem.wiki/José_Battle_y_Ordoñez_power_station,https://gem.wiki/José_Battle_y_Ordoñez_power_station
Luiz Oscar Rodrigues de Melo power station,Usina Termelétrica Luiz Oscar Rodrigues de Melo,1,1,gas_power_plant,Linhares Geracao SA,BTG Pactual Asset Management SA,Espírito Santo,Brazil,operating,pre-construction,2010,239.5,,MW,point,-19.534,-39.802,,https://gem.wiki/Luiz_Oscar_Rodrigues_de_Melo_power_station,https://gem.wiki/Luiz_Oscar_Rodrigues_de_Melo_power_station
Manuel Belgrano I power station,Central Térmica Gral Belgrano,1,1,gas_power_plant,AES Argentina Generación SA [7%]; Central Puerto SA [10%]; other [12%]; Pampa Energia SA [4%]; ENARSA - Energía Argentina SA [65%],Energía Argentina SA [65.0%]; other [12.4%]; Central Puerto SA [10.8%]; AES Corp [7.2%]; Pampa Energia SA [4.6%],Buenos Aires,Argentina,operating,pre-construction,2010,868,,MW,point,-34.184,-59.006,,https://gem.wiki/Manuel_Belgrano_I_power_station,https://gem.wiki/Manuel_Belgrano_I_power_station
Maracanau Geradora de Energia SA power plant,Usina Termelétrica Maracanau Geradora,1,1,gas_power_plant,Bolognesi Energia SA,Bolognesi Energia SA,Ceará,Brazil,operating,operating,2010,168,,MW,point,-3.8502,-38.556,,https://gem.wiki/Maracanau_Geradora_de_Energia_SA_power_plant,https://gem.wiki/Maracanau_Geradora_de_Energia_SA_power_plant
Modesto Maranzana power station,Central Térmica Modesto Maranzana,MMARTG05,MMARTG05,gas_power_plant,Generación Mediterránea SA,Grupo Albanesi,Córdoba,Argentina,operating,operating,2010,60,,MW,point,-33.161,-64.365,,https://gem.wiki/Modesto_Maranzana_power_station,https://gem.wiki/Modesto_Maranzana_power_station
Norte Durango power station,Central CC Norte Durango,1,1,gas_power_plant,Naturgy México SA de CV,Naturgy Energy Group SA,Durango,Mexico,operating,operating,2010,570,,MW,point,24.23,-104.48,,https:/.gem.wiki/Norte_Durango_power_station,https:/.gem.wiki/Norte_Durango_power_station
Oscar Smith power station,Central Térmica Villa Gesell,TG18,TG18,gas_power_plant,Centrales de la Costa Atlántica SA,Centrales de la Costa Atlántica SA,Buenos Aires,Argentina,operating,operating,2010,82,,MW,point,-37.248,-56.997,,https://gem.wiki/Oscar_Smith_power_station,https://gem.wiki/Oscar_Smith_power_station
Patagonia power station,Central Térmica de Patagonia,1,1,gas_power_plant,Energia Del Sur SA,Basic Energy Ltd [50.0%]; Rurelec PLC [50.0%],Chubut,Argentina,operating,operating,2010,125,,MW,point,-45.793,-67.514,,https://gem.wiki/Patagonia_power_station,https://gem.wiki/Patagonia_power_station
Presidente Juárez power station,Central CC Presidente Juárez,2024-10-11 0:00:00,2024-10-11 0:00:00,gas_power_plant,Comisión Federal de Electricidad EPE,Comisión Federal de Electricidad EPE,Baja California,Mexico,operating,operating,2010,265,,MW,point,32.368,-117.07,,https://gem.wiki/Presidente_Juárez_power_station,https://gem.wiki/Presidente_Juárez_power_station
Termocolón power station,Central termoeléctrica Termo-Colón,1,1,gas_power_plant,Generadora Del Atlantico SA,Generadora Del Atlantico SA,Colón,Panama,operating,operating,2010,150,,MW,point,9.3748,-79.823,,https://www.gem.wiki/Termocol%C3%B3n_power_station,https://www.gem.wiki/Termocol%C3%B3n_power_station
Termonordeste power station,Usina Termelétrica Termonordeste,1,1,gas_power_plant,Centrais Elétricas da Paraíba SA,CPFL Geração de Energia SA [53.4%]; DC Energia e Participações SA [41.6%]; OZ&M Incorporação [2.5%]; Oncorp [2.4%],Paraíba,Brazil,operating,pre-construction,2010,170.8,,MW,point,-7.2103,-34.921,,https://gem.wiki/Termonordeste_power_station,https://gem.wiki/Termonordeste_power_station
Termozulia power station,Planta Termozulia,TZ-10-11,TZ-10-11,gas_power_plant,Corporación Eléctrica Nacional (Venezuela) SA,Corporación Eléctrica Nacional (Venezuela) SA,Zulia,Venezuela,mothballed,pre-construction,2010,140,,MW,point,10.489,-71.633,,https://gem.wiki/Termozulia_power_station,https://gem.wiki/Termozulia_power_station
Timbúes power station,Central Térmica Timbúes,1,1,gas_power_plant,AES Argentina Generación SA [6%]; other [11%]; ENARSA - Energía Argentina SA [68%]; Central Puerto SA [9%]; Pampa Energia SA [4%],Energía Argentina SA [68.8%]; other [11.2%]; Central Puerto SA [9.6%]; AES Corp [6.4%]; Pampa Energia SA [4.0%],Santa Fe,Argentina,operating,operating,2010,865,,MW,point,-32.578,-60.791,,https://gem.wiki/Timbúes_power_station,https://gem.wiki/Timbúes_power_station
Mejillones LNG Terminal,Terminal de GNL Mejillones,,,lng_terminal,,Engie [63.00%]; Ameris Capital [37.00%],Antofagasta,Chile,operating,construction_plus,2010,1.5,,MTPA,point,-23.059,-70.366,,https://www.gem.wiki/Mejillones_LNG_Terminal,https://www.gem.wiki/Mejillones_LNG_Terminal
Peru LNG Terminal,Terminal Perú LNG,,,lng_terminal,,Hunt Oil Company [50.00%]; SK Group [20.00%]; Shell [20.00%]; Marubeni Corporation [10.00%],Ica,Peru,operating,operating,2010,4.45,,MTPA,point,-13.245,-76.297,,https://www.gem.wiki/Peru_LNG_Terminal,https://www.gem.wiki/Peru_LNG_Terminal
Argonauta,Argonauta,,,oil_and_gas_extraction_area,Shell Brasil (50%);ONGC Campos (27%);Qatarenergy (23%),Shell plc (50%);Oil and Natural Gas Corporation (ONGC) (27%),,Brazil,operating,operating,2010,,,,point,-21.205,-39.853,,https://www.gem.wiki/Argonauta_Oil_and_Gas_Field_%28Esp%C3%ADrito_Santo%2C_Brazil%29,https://www.gem.wiki/Argonauta_Oil_and_Gas_Field_%28Esp%C3%ADrito_Santo%2C_Brazil%29
Tupi,Tupi,,,oil_and_gas_extraction_area,Petrobras (65%);Shell Brasil (25%);Petrogal Brasil (10%),"Petróleo Brasileiro S.A. (65%);Shell plc (25%);Galp Energia, SGPS, S.A. (10%)",,Brazil,operating,operating,2010,,356.43,million boe/y,point,-25.398,-42.839,,https://www.gem.wiki/Tupi_Oil_and_Gas_Field_%28Rio_de_Janeiro%2C_Brazil%29,https://www.gem.wiki/Tupi_Oil_and_Gas_Field_%28Rio_de_Janeiro%2C_Brazil%29
Nejo,Nejo,,,oil_and_gas_extraction_area,,,,Mexico,operating,operating,2010,,2.29,million boe/y,point,24.744,-98.023,,https://www.gem.wiki/Nejo_Oil_and_Gas_Field_%28Tamaulipas%2C_Mexico%29,https://www.gem.wiki/Nejo_Oil_and_Gas_Field_%28Tamaulipas%2C_Mexico%29
Baleia Franca,Baleia Franca,,,oil_and_gas_extraction_area,Petrobras (100%),Petróleo Brasileiro S.A. (100%),,Brazil,operating,construction_plus,2010,,36.5,million boe/y,point,-21.233,-39.957,,https://www.gem.wiki/Baleia_Franca_Oil_and_Gas_Field_%28Esp%C3%ADrito_Santo%2C_Brazil%29,https://www.gem.wiki/Baleia_Franca_Oil_and_Gas_Field_%28Esp%C3%ADrito_Santo%2C_Brazil%29
Toucan,Toucan,,,oil_and_gas_extraction_area,EOG Resources Trinidad (100%),EOG Resources (100%),,Trinidad and Tobago,operating,proposed_plus,2010,,,,point,10.461,-60.315,,https://www.gem.wiki/Toucan_Gas_Field_%28Trinidad_and_Tobago%29,https://www.gem.wiki/Toucan_Gas_Field_%28Trinidad_and_Tobago%29
Varadero power station,Central Termoeléctrica Varadero,1,1,gas_power_plant,Energas S.A.,Sherritt International Corporation [33.3%]; CUPET-Union Cubapetroleo [33.3%]; UNE-Unión Eléctrica de Cuba [33.3%],Matanzas,Cuba,operating,operating,2003,173,,MW,point,23.088,-81.269,,https://gem.wiki/Varadero_power_station,https://gem.wiki/Varadero_power_station
Ventanilla power station,Central Termoeléctrica Ventanilla,TG3-TG4-TV7,TG3-TG4-TV7,gas_power_plant,Enel Generación Perú S.A.A.,Enel SpA,Callao,Peru,operating,operating,2006,524,,MW,point,-11.936,-77.118,,https://gem.wiki/Ventanilla_power_station,https://gem.wiki/Ventanilla_power_station
Verde Atlântico Energias power station,Usina Termelétrica Verde Atlântico Energias,1,1,gas_power_plant,Gastrading Comercializadora de Energias S.A.,Grupo Leros,São Paulo,Brazil,cancelled,cancelled,,1768,,MW,point,-24.286,-47,,https://gem.wiki/Verde_Atlântico_Energias_power_station,https://gem.wiki/Verde_Atlântico_Energias_power_station
Vila do Conde power station,Usina Termelétrica Vila do Conde,I,I,gas_power_plant,Hidrovias do Brasil Vila do Conde S.A.,Hidrovias do Brasil,Pará,Brazil,shelved,shelved,,1666,,MW,point,-1.5105,-48.718,,https://gem.wiki/Vila_do_Conde_power_station,https://gem.wiki/Vila_do_Conde_power_station
Vila do Conde power station,Usina Termelétrica Vila do Conde,II,II,gas_power_plant,Hidrovias do Brasil Vila do Conde S.A.,Hidrovias do Brasil,Pará,Brazil,shelved,shelved,,644,,MW,point,-1.5105,-48.718,,https://gem.wiki/Vila_do_Conde_power_station,https://gem.wiki/Vila_do_Conde_power_station
Villa María power station,Central Térmica Villa María,CC,CC,gas_power_plant,MSU Energy,MSU Energy Holding Ltd,Córdoba,Argentina,operating,operating,2020,250,,MW,point,-32.427,-63.174,,https://gem.wiki/Villa_María_power_station,https://gem.wiki/Villa_María_power_station
Vuelta De Obligado power station,Central Vuelta de Obligado,1,1,gas_power_plant,Central Puerto SA,Central Puerto SA,Santa Fe,Argentina,operating,operating,2018,816,,MW,point,-32.579,-60.788,,https://gem.wiki/Vuelta_De_Obligado_power_station,https://gem.wiki/Vuelta_De_Obligado_power_station
Wales power station,Central termoeléctrica Wales,1,1,gas_power_plant,Guyana Power and Light Incorporated (GPL),Guyana Power and Light Incorporated (GPL),Essequibo Islands-West Demerara,Guyana,announced,proposed_plus,2024,300,,MW,point,6.7027,-58.206,,https://gem.wiki/Wales_power_station,https://gem.wiki/Wales_power_station
Warnes power station,Termoeléctrica de Warnes,CCWAR10,CCWAR10,gas_power_plant,ENDE Andina SAM,"ENDE (Empresa Nacional de Electricidad) [60%]; PDVSA (Petróleos de Venezuela, S.A.) [40%]",Santa Cruz,Bolivia,operating,operating,2020,120,,MW,point,-17.535,-63.147,,https://gem.wiki/Warnes_power_station,https://gem.wiki/Warnes_power_station
Warnes power station,Termoeléctrica de Warnes,CCWAR20,CCWAR20,gas_power_plant,ENDE Andina SAM,"ENDE (Empresa Nacional de Electricidad) [60%]; PDVSA (Petróleos de Venezuela, S.A.) [40%]",Santa Cruz,Bolivia,operating,operating,2021,120,,MW,point,-17.535,-63.147,,https://gem.wiki/Warnes_power_station,https://gem.wiki/Warnes_power_station
Warnes power station,Termoeléctrica de Warnes,CCWAR30,CCWAR30,gas_power_plant,ENDE Andina SAM,"ENDE (Empresa Nacional de Electricidad) [60%]; PDVSA (Petróleos de Venezuela, S.A.) [40%]",Santa Cruz,Bolivia,operating,operating,2019,120,,MW,point,-17.535,-63.147,,https://gem.wiki/Warnes_power_station,https://gem.wiki/Warnes_power_station
Warnes power station,Termoeléctrica de Warnes,CCWAR40,CCWAR40,gas_power_plant,ENDE Andina SAM,"ENDE (Empresa Nacional de Electricidad) [60%]; PDVSA (Petróleos de Venezuela, S.A.) [40%]",Santa Cruz,Bolivia,operating,operating,2019,120,,MW,point,-17.535,-63.147,,https://gem.wiki/Warnes_power_station,https://gem.wiki/Warnes_power_station
AMIGO LNG Terminal,Terminal de GNL AMIGO,T1,T1,lng_terminal,,Epcilon LNG LLC [unknown %]; LNG Alliance [unknown %],Sonora,Mexico,proposed,proposed_plus,2027,3.9,,MTPA,point,29.906,-112.69,,https://www.gem.wiki/AMIGO_LNG_Terminal,https://www.gem.wiki/AMIGO_LNG_Terminal
AMIGO LNG Terminal,Terminal de GNL AMIGO,T2,T2,lng_terminal,,Epcilon LNG LLC [unknown %]; LNG Alliance [unknown %],Sonora,Mexico,proposed,proposed_plus,2027,3.9,,MTPA,point,29.906,-112.69,,https://www.gem.wiki/AMIGO_LNG_Terminal,https://www.gem.wiki/AMIGO_LNG_Terminal
Acajutla FSRU,FSRU de Acajutla,,,lng_terminal,,Energía del Pacífico [100.00%],Sonsonate,El Salvador,operating,operating,2022,0.5,,MTPA,point,13.576,-89.84,,https://www.gem.wiki/Acajutla_FSRU,https://www.gem.wiki/Acajutla_FSRU
Aguadulce FSRU,FSRU Aguadulce,,,lng_terminal,,Aguadulce LNG [100.00%],Valle del Cauca,Colombia,proposed,proposed_plus,,,,MTPA,point,3.9218,-77.108,,https://www.gem.wiki/Aguadulce_FSRU,https://www.gem.wiki/Aguadulce_FSRU
Altamira LNG Terminal,Terminal de GNL de Altamira,,,lng_terminal,,Vopak [60.00%]; Enagás [40.00%],Tamaulipas,Mexico,operating,operating,2006,5.7,,MTPA,point,22.337,-97.869,,https://www.gem.wiki/Altamira_LNG_Terminal,https://www.gem.wiki/Altamira_LNG_Terminal
Andrés LNG Terminal,Terminal de GNL de Andrés,,,lng_terminal,,AES Corporation [100.00%],Santo Domingo,Dominican Republic,operating,operating,2003,1.9,,MTPA,point,18.407,-69.628,,https://www.gem.wiki/Andr%C3%A9s_LNG_Terminal,https://www.gem.wiki/Andr%C3%A9s_LNG_Terminal
Atlantic LNG Terminal,Terminal de GNL Atlantic,T1,T1,lng_terminal,,Shell [46.00%]; BP [34.00%]; Chinese Investment Corporation [10.00%]; NGC Trinidad [10.00%],,Trinidad and Tobago,mothballed,mothballed_plus,1999,3.3,,MTPA,point,10.181,-61.692,,https://www.gem.wiki/Atlantic_LNG_Terminal,https://www.gem.wiki/Atlantic_LNG_Terminal
Atlantic LNG Terminal,Terminal de GNL Atlantic,T2,T2,lng_terminal,,Shell [57.50%]; BP [42.50%],,Trinidad and Tobago,operating,operating,2002,3.4,,MTPA,point,10.181,-61.692,,https://www.gem.wiki/Atlantic_LNG_Terminal,https://www.gem.wiki/Atlantic_LNG_Terminal
Atlantic LNG Terminal,Terminal de GNL Atlantic,T3,T3,lng_terminal,,Shell [57.50%]; BP [42.50%],,Trinidad and Tobago,operating,operating,2003,3.4,,MTPA,point,10.181,-61.692,,https://www.gem.wiki/Atlantic_LNG_Terminal,https://www.gem.wiki/Atlantic_LNG_Terminal
Atlantic LNG Terminal,Terminal de GNL Atlantic,T4,T4,lng_terminal,,Shell [51.10%]; BP [37.80%]; NGC Trinidad [11.10%],,Trinidad and Tobago,operating,operating,2007,5.2,,MTPA,point,10.181,-61.692,,https://www.gem.wiki/Atlantic_LNG_Terminal,https://www.gem.wiki/Atlantic_LNG_Terminal
Atlantic LNG Terminal,Terminal de GNL Atlantic,T5,T5,lng_terminal,,BP [37.80%]; BG Group [28.90%]; Repsol [22.20%]; The National Gas Company of Trinidad and Tobago [11.10%],,Trinidad and Tobago,cancelled,cancelled,,,,MTPA,point,10.181,-61.692,,https://www.gem.wiki/Atlantic_LNG_Terminal,https://www.gem.wiki/Atlantic_LNG_Terminal
Bahia Blanca FSRU,Terminal de Importación de GNL de Bahía Blanca,,,lng_terminal,,Excelerate Energy [unknown %]; Gas Natural [unknown %]; Repsol [unknown %]; YPF [unknown %],Buenos Aires,Argentina,operating,operating,2008,3.8,,MTPA,point,-38.785,-62.287,,https://www.gem.wiki/Bah%C3%ADa_Blanca_FSRU,https://www.gem.wiki/Bah%C3%ADa_Blanca_FSRU
Bahia FSRU,FSRU da Bahia,,,lng_terminal,,Petrobras [100.00%],Bahia,Brazil,operating,operating,2014,5,,MTPA,point,-12.785,-38.704,,https://www.gem.wiki/Bahia_FSRU,https://www.gem.wiki/Bahia_FSRU
Bahía Blanca FLNG Export Terminal,Terminal de Exportación de GNL de Bahía Blanca,,,lng_terminal,,Exmar [100.00%],,Argentina,mothballed,mothballed_plus,2019,0.45,,MTPA,point,-38.786,-62.316,,https://www.gem.wiki/Bah%C3%ADa_Blanca_FLNG_Export_Terminal,https://www.gem.wiki/Bah%C3%ADa_Blanca_FLNG_Export_Terminal
Buenaventura FSRU,FSRU de Buenaventura,,,lng_terminal,,Unidad de Planeación Minero Energética (UPME) [100.00%],,Colombia,proposed,proposed_plus,2023,,,MTPA,point,3.9045,-77.077,,https://www.gem.wiki/Buenaventura_FSRU,https://www.gem.wiki/Buenaventura_FSRU
Cartagena FSRU (Colombia),FSRU de Cartagena (Colombia),,,lng_terminal,,Promigas [51.00%]; Vopak [49.00%],Bolivar,Colombia,operating,operating,2016,3.8,,MTPA,point,10.4,-75.5,,https://www.gem.wiki/Cartagena_FSRU_(Colombia),https://www.gem.wiki/Cartagena_FSRU_(Colombia)
Celba FSRU,FSRU de Celba,,,lng_terminal,,New Fortress Energy [100.00%],Pará,Brazil,construction,construction_plus,2022,4.03,,MTPA,point,-1.5392,-48.754,,https://www.gem.wiki/Celba_FSRU,https://www.gem.wiki/Celba_FSRU
Colbun FLNG Terminal,Terminal de GNL Colbún,,,lng_terminal,,AES Corporation [unknown %]; Colbún S.A. [unknown %],Valparaíso,Chile,cancelled,cancelled,,1.5,,MTPA,point,-32.783,-71.533,,https://www.gem.wiki/Colbun_FLNG_Terminal,https://www.gem.wiki/Colbun_FLNG_Terminal
Colombia FLNG Terminal,Terminal de GNL Colombia,,,lng_terminal,,EXMAR Group [100.00%],,Colombia,cancelled,cancelled,,0.5,,MTPA,point,10.964,-74.796,,https://www.gem.wiki/Colombia_FLNG_Terminal,https://www.gem.wiki/Colombia_FLNG_Terminal
Cosan FSRU,FSRU da Cosan,,,lng_terminal,,Cosan [100.00%],São Paulo,Brazil,construction,construction_plus,2022,3.76,,MTPA,point,-23.912,-46.342,,https://www.gem.wiki/Cosan_FSRU,https://www.gem.wiki/Cosan_FSRU
Costa Azul Export Terminal,Terminal de exportación de GNL Costa Azul,T1,T1,lng_terminal,,Sempra Energy [83.40%]; TotalEnergies [16.60%],Baja,Mexico,construction,construction_plus,2024,3.25,,MTPA,point,31.989,-116.85,,https://www.gem.wiki/Costa_Azul_LNG_Terminal,https://www.gem.wiki/Costa_Azul_LNG_Terminal
Costa Azul Export Terminal,Terminal de exportación de GNL Costa Azul,T2,T2,lng_terminal,,Sempra Energy [83.40%]; TotalEnergies [16.60%],Baja,Mexico,proposed,proposed_plus,2024,12,,MTPA,point,31.989,-116.85,,https://www.gem.wiki/Costa_Azul_LNG_Terminal,https://www.gem.wiki/Costa_Azul_LNG_Terminal
Costa Azul LNG Import Terminal,Terminal de exportación de GNL Costa Azul,,,lng_terminal,,Sempra Energy [100.00%],Baja,Mexico,operating,operating,2008,7.6,,MTPA,point,31.989,-116.85,,https://www.gem.wiki/Costa_Azul_LNG_Terminal,https://www.gem.wiki/Costa_Azul_LNG_Terminal
Costa Norte LNG Terminal,Terminal de GNL de Colón,,,lng_terminal,,AES Corporation [100.00%],Colon,Panama,operating,operating,2018,1.5,,MTPA,point,9.3572,-79.899,,https://www.gem.wiki/Colon_LNG_Terminal,https://www.gem.wiki/Colon_LNG_Terminal
Delta Caribe Oriental Terminal,Terminal de GNL Delta Caribe Oriental,T1,T1,lng_terminal,,Petróleos de Venezuela [100.00%],Sucre,Venezuela,cancelled,cancelled,,4.7,,MTPA,point,10.599,-62.316,,https://www.gem.wiki/Delta_Caribe_Oriental_Terminal,https://www.gem.wiki/Delta_Caribe_Oriental_Terminal
Delta Caribe Oriental Terminal,Terminal de GNL Delta Caribe Oriental,T2,T2,lng_terminal,,Petróleos de Venezuela [100.00%],Sucre,Venezuela,cancelled,cancelled,,4.7,,MTPA,point,10.599,-62.316,,https://www.gem.wiki/Delta_Caribe_Oriental_Terminal,https://www.gem.wiki/Delta_Caribe_Oriental_Terminal
Dock Sud LNG Terminal,Terminal de GNL de Dock Sud,,,lng_terminal,,Corporacion America [unknown %]; YPF [unknown %],Buenos Aires,Argentina,cancelled,cancelled,,3.8,,MTPA,point,-34.642,-58.348,,https://www.gem.wiki/Dock_Sud_LNG_Terminal,https://www.gem.wiki/Dock_Sud_LNG_Terminal
El Salvador FSRU,Unidad Flotante de Almacenamiento y Regasificación (UFAR) El Salvador,,,lng_terminal,,Cutuco Energy [100.00%],La Unión,El Salvador,cancelled,cancelled,,0.5,,MTPA,point,13.337,-87.844,,https://www.gem.wiki/El_Salvador_FSRU,https://www.gem.wiki/El_Salvador_FSRU
El Viajano Altenesol LNG Terminal,Terminal de GNL El Viajano Altenesol,,,lng_terminal,,IAHL Corporation [100.00%],Cordoba,Colombia,cancelled,cancelled,,,,MTPA,point,8.75,-75.883,,https://www.gem.wiki/El_Viajano_Altenesol_LNG_Terminal,https://www.gem.wiki/El_Viajano_Altenesol_LNG_Terminal
Escobar FSRU,FSRU de Escobar,,,lng_terminal,,Enarsa [50.00%]; YPF [50.00%],Buenos Aires,Argentina,operating,operating,2011,6.1,,MTPA,point,-34.333,-58.817,,https://www.gem.wiki/Escobar_FSRU,https://www.gem.wiki/Escobar_FSRU
