project_en,project,unit_en,unit,type,owner,parent,province,country,status_tabular,status,start_year,capacity,production,units,geom,lat,lng,route,url_en,url
Point Lisas power station,Central eléctrica Point Lisas,6,6,gas_power_plant,Power Generation Company of Trinidad and Tobago Ltd,Electricity Commission (Trinidad and Tobago) [51.0%]; Marubeni Corp [39.0%]; National Enterprises Ltd [10.0%],Couva-Tabaquite-Talparo,Trinidad and Tobago,operating,operating,1980,88,,MW,point,10.418,-61.487,,https://gem.wiki/Point_Lisas_power_station,https://gem.wiki/Point_Lisas_power_station
Termobarranquilla power station,Central Termobarranquilla,3,3,gas_power_plant,Termobarranquilla SA ESP,Moneda Asset Management SpA [30.6%]; Primerose Inc [20.2%]; TPL Co-Investment Fund LP [20.2%]; SCL Energia Activa SA [14.4%],Atlántico,Colombia,operating,operating,1980,64,,MW,point,10.937,-74.764,,https://gem.wiki/Termobarranquilla_power_station,https://gem.wiki/Termobarranquilla_power_station
Termobarranquilla power station,Central Termobarranquilla,4,4,gas_power_plant,Termobarranquilla SA ESP,Moneda Asset Management SpA [30.6%]; Primerose Inc [20.2%]; TPL Co-Investment Fund LP [20.2%]; SCL Energia Activa SA [14.4%],Atlántico,Colombia,operating,operating,1980,63,,MW,point,10.937,-74.764,,https://gem.wiki/Termobarranquilla_power_station,https://gem.wiki/Termobarranquilla_power_station
Jujo-Tecominoacán,Jujo-Tecominoacán,,,oil_and_gas_extraction_area,,,,Mexico,operating,operating,1980,,4.48,million boe/y,point,17.878,-93.517,,https://www.gem.wiki/Jujo-Tecominoac%C3%A1n_Oil_and_Gas_Field_%28Tabasco%2C_Mexico%29,https://www.gem.wiki/Jujo-Tecominoac%C3%A1n_Oil_and_Gas_Field_%28Tabasco%2C_Mexico%29
Abkatún,Abkatún,,,oil_and_gas_extraction_area,,,,Mexico,operating,operating,1980,,8.73,million boe/y,point,19.249,-92.188,,https://www.gem.wiki/Abkat%C3%BAn_Oil_and_Gas_Field_%28Federal_Offshore%2C_Mexico%29,https://www.gem.wiki/Abkat%C3%BAn_Oil_and_Gas_Field_%28Federal_Offshore%2C_Mexico%29
Cárdenas,Cárdenas,,,oil_and_gas_extraction_area,,,,Mexico,operating,operating,1980,,2.41,million boe/y,point,18.014,-93.453,,https://www.gem.wiki/C%C3%A1rdenas_Oil_and_Gas_Field_%28Tabasco%2C_Mexico%29,https://www.gem.wiki/C%C3%A1rdenas_Oil_and_Gas_Field_%28Tabasco%2C_Mexico%29
Centro Oeste Gas Pipeline,Gasoducto Centro Oeste,,,gas_pipeline,,CGC (Compañía General de Combustibles) [28.00%]; Tecpetrol [28.00%]; Southern Cone Energy Holding Company Inc. [24.00%]; Bolsas y Mercados Argentinos SA [20.00%],,Argentina,operating,operating,1981,11.68,,bcm/y,line,nan,nan,"-38.459,-68.709:-37.3433,-67.618636:-36.36653,-67.07371:-35.106985,-66.830465:-33.757381,-66.643717:-33.577093,-65.102981:-33.323776,-63.561241:-33.142615,-62.306177:-32.86922,-61.07707;-33.757381,-66.643717:-33.477857,-67.555749",https://www.gem.wiki/Centro_Oeste_Gas_Pipeline,https://www.gem.wiki/Centro_Oeste_Gas_Pipeline
San Sebastián-Ushuaia Gas Pipeline,Gasoducto San Sebastián-Ushuaia,,,gas_pipeline,,Camuzzi Gas [100.00%],,Argentina,operating,operating,1981,,,,line,nan,nan,"-53.363194,-68.151616:-53.503882,-68.093535:-53.82367,-67.805144:-54.25199031,-66.95729986:-54.38352573,-67.00151682:-54.510112,-67.191244:-54.66068508,-67.36851756:-54.75010202,-67.46579486:-54.72457444,-67.59402404:-54.72457444,-67.77531356:-54.7909127,-67.87259087:-54.809613,-68.317568",https://www.gem.wiki/San_Sebasti%C3%A1n-Ushuaia_Gas_Pipeline,https://www.gem.wiki/San_Sebasti%C3%A1n-Ushuaia_Gas_Pipeline
Francisco Villa power station,Central termoeléctrica Francisco Villa,4,4,gas_power_plant,Comisión Federal de Electricidad EPE,Comisión Federal de Electricidad EPE,Chihuahua,Mexico,operating,operating,1981,150,,MW,point,28.168,-105.44,,https://gem.wiki/Francisco_Villa_power_station,https://gem.wiki/Francisco_Villa_power_station
Francisco Villa power station,Central termoeléctrica Francisco Villa,5,5,gas_power_plant,Comisión Federal de Electricidad EPE,Comisión Federal de Electricidad EPE,Chihuahua,Mexico,operating,operating,1981,150,,MW,point,28.168,-105.44,,https://gem.wiki/Francisco_Villa_power_station,https://gem.wiki/Francisco_Villa_power_station
Huinalá CC power station,Central CC Huinalá,I,I,gas_power_plant,Comisión Federal de Electricidad EPE,Comisión Federal de Electricidad EPE,Nuevo León,Mexico,operating,operating,1981,378,,MW,point,25.72,-100.1,,https://gem.wiki/Huinalá_CC_power_station,https://gem.wiki/Huinalá_CC_power_station
Josè Aceves Pozos power station,Central Termoeléctrica José Aceves Pozos,3,3,gas_power_plant,Comisión Federal de Electricidad EPE,Comisión Federal de Electricidad EPE,Sinaloa,Mexico,operating,cancelled,1981,300,,MW,point,23.193,-106.35,,https://www.gem.wiki/Jos%C3%A8_Aceves_Pozos_power_station,https://www.gem.wiki/Jos%C3%A8_Aceves_Pozos_power_station
Alto do Rodrigues,Alto do Rodrigues,,,oil_and_gas_extraction_area,Petrobras (100%),Petróleo Brasileiro S.A. (100%),,Brazil,operating,operating,1981,,,,point,-5.316,-36.734,,https://www.gem.wiki/Alto_do_Rodrigues_Oil_and_Gas_Field_%28Rio_Grande_do_Norte%2C_Brazil%29,https://www.gem.wiki/Alto_do_Rodrigues_Oil_and_Gas_Field_%28Rio_Grande_do_Norte%2C_Brazil%29
Badejo,Badejo,,,oil_and_gas_extraction_area,Trident Energy (100%),Trident Energy (100%),,Brazil,operating,operating,1981,,,,point,-22.693,-40.868,,https://www.gem.wiki/Badejo_Oil_and_Gas_Field_%28Rio_de_Janeiro%2C_Brazil%29,https://www.gem.wiki/Badejo_Oil_and_Gas_Field_%28Rio_de_Janeiro%2C_Brazil%29
Ku,Ku,,,oil_and_gas_extraction_area,PEMEX (100%),Petroleos Mexicanos (100%),,Mexico,operating,cancelled,1981,,56.32,million boe/y,point,19.508,-92.197,,https://www.gem.wiki/Ku_Oil_and_Gas_Field_%28Federal_Offshore%2C_Mexico%29,https://www.gem.wiki/Ku_Oil_and_Gas_Field_%28Federal_Offshore%2C_Mexico%29
Ku-Maloob-Zaap Oil Pipeline Network,Red de Oleoductos del Yacimiento Petrolífero Ku-Maloob-Zaap,,,oil_pipeline,,Pemex [100.00%],,Mexico,operating,operating,1981,800000,,bpd,line,nan,nan,"19.5895,-92.2458:19.5531,-92.2365:19.5078002,-92.19671584:18.650503,-91.807455",https://www.gem.wiki/Ku-Maloob-Zaap_Oil_Pipeline_Network,https://www.gem.wiki/Ku-Maloob-Zaap_Oil_Pipeline_Network
CTE Máximo Gómez power station,Central Termoeléctrica Máximo Gómez,5,5,gas_power_plant,Unión Eléctrica de Cuba,Unión Eléctrica de Cuba,Artemisa,Cuba,operating,operating,1982,90,,MW,point,23.019,-82.749,,https://gem.wiki/CTE_Máximo_Gómez_power_station,https://gem.wiki/CTE_Máximo_Gómez_power_station
CTE Máximo Gómez power station,Central Termoeléctrica Máximo Gómez,6,6,gas_power_plant,Unión Eléctrica de Cuba,Unión Eléctrica de Cuba,Artemisa,Cuba,operating,operating,1982,90,,MW,point,23.019,-82.749,,https://gem.wiki/CTE_Máximo_Gómez_power_station,https://gem.wiki/CTE_Máximo_Gómez_power_station
CTE Máximo Gómez power station,Central Termoeléctrica Máximo Gómez,7,7,gas_power_plant,Unión Eléctrica de Cuba,Unión Eléctrica de Cuba,Artemisa,Cuba,operating,operating,1982,90,,MW,point,23.019,-82.749,,https://gem.wiki/CTE_Máximo_Gómez_power_station,https://gem.wiki/CTE_Máximo_Gómez_power_station
CTE Máximo Gómez power station,Central Termoeléctrica Máximo Gómez,8,8,gas_power_plant,Unión Eléctrica de Cuba,Unión Eléctrica de Cuba,Artemisa,Cuba,operating,mothballed_plus,1982,100,,MW,point,23.019,-82.749,,https://gem.wiki/CTE_Máximo_Gómez_power_station,https://gem.wiki/CTE_Máximo_Gómez_power_station
Degrad-des-Cannes power station,Degrad-des-Cannes power station,IC,IC,gas_power_plant,Electricité de France SA,Electricité de France SA,French Guiana,French Guiana,operating,mothballed_plus,1982,42.7,,MW,point,4.8629,-52.275,,https://gem.wiki/Degrad-des-Cannes_power_station,https://gem.wiki/Degrad-des-Cannes_power_station
Emilio Portes Gil power station,Central termoeléctrica Emilio Portes Gil,3,3,gas_power_plant,Comisión Federal de Electricidad EPE,Comisión Federal de Electricidad EPE,Tamaulipas,Mexico,operating,mothballed_plus,1982,300,,MW,point,25.982,-98.063,,https://gem.wiki/Emilio_Portes_Gil_power_station,https://gem.wiki/Emilio_Portes_Gil_power_station
Esmeraldas I Thermoelectric Power Plant,Central Térmica Esmeraldas I,1,1,gas_power_plant,Corporación Nacional de Electricidad EP,Corporación Nacional de Electricidad EP,Guayas,Ecuador,operating,operating,1982,132.5,,MW,point,0.9267,-79.688,,https://gem.wiki/Esmeraldas_I_Thermoelectric_Power_Plant,https://gem.wiki/Esmeraldas_I_Thermoelectric_Power_Plant
Manzanillo (Manuel Álvarez Moreno) power station,Complejo Termoeléctrico de Manzanillo,I-3,I-3,gas_power_plant,Comisión Federal de Electricidad EPE,Comisión Federal de Electricidad EPE,Colima,Mexico,operating,operating,1982,300,,MW,point,19.028,-104.32,,https://gem.wiki/Manzanillo_(Manuel_%C3%81lvarez_Moreno)_power_station,https://gem.wiki/Manzanillo_(Manuel_%C3%81lvarez_Moreno)_power_station
Manzanillo (Manuel Álvarez Moreno) power station,Complejo Termoeléctrico de Manzanillo,I-4,I-4,gas_power_plant,Comisión Federal de Electricidad EPE,Comisión Federal de Electricidad EPE,Colima,Mexico,operating,operating,1982,300,,MW,point,19.028,-104.32,,https://gem.wiki/Manzanillo_(Manuel_%C3%81lvarez_Moreno)_power_station,https://gem.wiki/Manzanillo_(Manuel_%C3%81lvarez_Moreno)_power_station
Planta Centro power station,Termoeléctrica Planta Centro,PC-2,PC-2,gas_power_plant,Corporación Eléctrica Nacional (Venezuela) SA,Corporación Eléctrica Nacional (Venezuela) SA,Carabobo,Venezuela,mothballed,operating,1982,400,,MW,point,10.495,-68.155,,https://gem.wiki/Planta_Centro_power_station,https://gem.wiki/Planta_Centro_power_station
Planta Centro power station,Termoeléctrica Planta Centro,PC-3,PC-3,gas_power_plant,Corporación Eléctrica Nacional (Venezuela) SA,Corporación Eléctrica Nacional (Venezuela) SA,Carabobo,Venezuela,mothballed,operating,1982,400,,MW,point,10.495,-68.155,,https://gem.wiki/Planta_Centro_power_station,https://gem.wiki/Planta_Centro_power_station
Point Lisas power station,Central eléctrica Point Lisas,10,10,gas_power_plant,Power Generation Company of Trinidad and Tobago Ltd,Electricity Commission (Trinidad and Tobago) [51.0%]; Marubeni Corp [39.0%]; National Enterprises Ltd [10.0%],Couva-Tabaquite-Talparo,Trinidad and Tobago,operating,operating,1982,62.5,,MW,point,10.418,-61.487,,https://gem.wiki/Point_Lisas_power_station,https://gem.wiki/Point_Lisas_power_station
Point Lisas power station,Central eléctrica Point Lisas,7,7,gas_power_plant,Power Generation Company of Trinidad and Tobago Ltd,Electricity Commission (Trinidad and Tobago) [51.0%]; Marubeni Corp [39.0%]; National Enterprises Ltd [10.0%],Couva-Tabaquite-Talparo,Trinidad and Tobago,operating,operating,1982,62.5,,MW,point,10.418,-61.487,,https://gem.wiki/Point_Lisas_power_station,https://gem.wiki/Point_Lisas_power_station
Point Lisas power station,Central eléctrica Point Lisas,8,8,gas_power_plant,Power Generation Company of Trinidad and Tobago Ltd,Electricity Commission (Trinidad and Tobago) [51.0%]; Marubeni Corp [39.0%]; National Enterprises Ltd [10.0%],Couva-Tabaquite-Talparo,Trinidad and Tobago,operating,operating,1982,62.5,,MW,point,10.418,-61.487,,https://gem.wiki/Point_Lisas_power_station,https://gem.wiki/Point_Lisas_power_station
Point Lisas power station,Central eléctrica Point Lisas,9,9,gas_power_plant,Power Generation Company of Trinidad and Tobago Ltd,Electricity Commission (Trinidad and Tobago) [51.0%]; Marubeni Corp [39.0%]; National Enterprises Ltd [10.0%],Couva-Tabaquite-Talparo,Trinidad and Tobago,operating,proposed_plus,1982,62.5,,MW,point,10.418,-61.487,,https://gem.wiki/Point_Lisas_power_station,https://gem.wiki/Point_Lisas_power_station
Ramón Laguna power station,Planta Termoeléctrica Ramón Laguna,RL-15,RL-15,gas_power_plant,Corporación Eléctrica Nacional (Venezuela) SA,Corporación Eléctrica Nacional (Venezuela) SA,Zulia,Venezuela,mothballed,proposed_plus,1982,160,,MW,point,10.598,-71.614,,https://gem.wiki/Ramón_Laguna_power_station,https://gem.wiki/Ramón_Laguna_power_station
Ramón Laguna power station,Planta Termoeléctrica Ramón Laguna,RL-16,RL-16,gas_power_plant,Corporación Eléctrica Nacional (Venezuela) SA,Corporación Eléctrica Nacional (Venezuela) SA,Zulia,Venezuela,mothballed,proposed_plus,1982,160,,MW,point,10.598,-71.614,,https://gem.wiki/Ramón_Laguna_power_station,https://gem.wiki/Ramón_Laguna_power_station
Ramón Laguna power station,Planta Termoeléctrica Ramón Laguna,RL-17,RL-17,gas_power_plant,Corporación Eléctrica Nacional (Venezuela) SA,Corporación Eléctrica Nacional (Venezuela) SA,Zulia,Venezuela,mothballed,operating,1982,160,,MW,point,10.598,-71.614,,https://gem.wiki/Ramón_Laguna_power_station,https://gem.wiki/Ramón_Laguna_power_station
Ramón Laguna power station,Planta Termoeléctrica Ramón Laguna,RL-4,RL-4,gas_power_plant,Corporación Eléctrica Nacional (Venezuela) SA,Corporación Eléctrica Nacional (Venezuela) SA,Zulia,Venezuela,mothballed,proposed_plus,1982,90,,MW,point,10.598,-71.614,,https://gem.wiki/Ramón_Laguna_power_station,https://gem.wiki/Ramón_Laguna_power_station
Ramón Laguna power station,Planta Termoeléctrica Ramón Laguna,RL-5,RL-5,gas_power_plant,Corporación Eléctrica Nacional (Venezuela) SA,Corporación Eléctrica Nacional (Venezuela) SA,Zulia,Venezuela,mothballed,proposed_plus,1982,90,,MW,point,10.598,-71.614,,https://gem.wiki/Ramón_Laguna_power_station,https://gem.wiki/Ramón_Laguna_power_station
Bicudo,Bicudo,,,oil_and_gas_extraction_area,Trident Energy (100%),Trident Energy (100%),,Brazil,operating,operating,1982,,,,point,-22.759,-40.707,,https://www.gem.wiki/Bicudo_Oil_and_Gas_Field_%28Rio_de_Janeiro%2C_Brazil%29,https://www.gem.wiki/Bicudo_Oil_and_Gas_Field_%28Rio_de_Janeiro%2C_Brazil%29
Estreito,Estreito,,,oil_and_gas_extraction_area,Petrobras (100%),Petróleo Brasileiro S.A. (100%),,Brazil,operating,mothballed_plus,1982,,,,point,-5.389,-36.869,,https://www.gem.wiki/Estreito_Oil_and_Gas_Field_%28Rio_Grande_do_Norte%2C_Brazil%29,https://www.gem.wiki/Estreito_Oil_and_Gas_Field_%28Rio_Grande_do_Norte%2C_Brazil%29
Chuc,Chuc,,,oil_and_gas_extraction_area,,,,Mexico,operating,mothballed_plus,1982,,7.51,million boe/y,point,19.165,-92.29,,https://www.gem.wiki/Chuc_Oil_and_Gas_Field_%28Federal_Offshore%2C_Mexico%29,https://www.gem.wiki/Chuc_Oil_and_Gas_Field_%28Federal_Offshore%2C_Mexico%29
OSCAB Oil Pipeline,Oleoduto OSCAB,,,oil_pipeline,,Petrobras [100.00%],,Brazil,operating,mothballed_plus,1982,20.05,,mtpa,line,nan,nan,"-22.284994,-41.717528:-22.253555,-41.690522:-22.209763,-41.655488:-22.185677,-41.618265:-22.159402,-41.546008:-22.144075,-41.471561:-22.117799,-41.383976:-22.11561,-41.355511:-22.130937,-41.324857:-22.141885,-41.289823:-22.135316,-41.230704:-22.112743,-41.175928",https://www.gem.wiki/OSCAB_Oil_Pipeline,https://www.gem.wiki/OSCAB_Oil_Pipeline
OSDUC Pipeline,Oleoduto OSDUC,,,oil_pipeline,,Petrobras [100.00%],,Brazil,operating,operating,1982,17.4,,mtpa,line,nan,nan,"-22.715917,-43.25425:-22.723701,-43.21887:-22.700236,-43.172889:-22.685477,-43.115959:-22.674909,-43.087494:-22.617031,-42.967065:-22.617031,-42.892618:-22.634548,-42.789707:-22.606083,-42.728398:-22.579807,-42.651761:-22.610462,-42.588262:-22.595135,-42.557608:-22.56667,-42.485351:-22.549153,-42.367112:-22.525067,-42.268579:-22.522877,-42.137203:-22.479085,-41.979551:-22.402449,-41.874449:-22.352088,-41.780296:-22.325812,-41.743073:-22.284994,-41.717528",https://www.gem.wiki/OSDUC_Pipeline,https://www.gem.wiki/OSDUC_Pipeline
Trans-Panama Pipeline,Oleoducto Transístmico,,,oil_pipeline,,Government of Panama [54.00%]; NIC Holding Corp [46.00%],,Panama,operating,operating,1982,860000,,bpd,line,nan,nan,"8.951759,-82.113835:8.665421,-82.356925:8.513571,-82.637599:8.274086,-82.859547:8.204048,-82.873208",https://www.gem.wiki/Trans-Panama_Pipeline,https://www.gem.wiki/Trans-Panama_Pipeline
Guanta power station,Planta Termoeléctrica Guanta,PG-06,PG-06,gas_power_plant,Corporación Eléctrica Nacional (Venezuela) SA,Corporación Eléctrica Nacional (Venezuela) SA,Anzoátegui,Venezuela,mothballed,pre-construction,1983,70,,MW,point,10.235,-64.581,,https://gem.wiki/Guanta_power_station,https://gem.wiki/Guanta_power_station
Guanta power station,Planta Termoeléctrica Guanta,PG-07,PG-07,gas_power_plant,Corporación Eléctrica Nacional (Venezuela) SA,Corporación Eléctrica Nacional (Venezuela) SA,Anzoátegui,Venezuela,mothballed,operating,1983,70,,MW,point,10.235,-64.581,,https://gem.wiki/Guanta_power_station,https://gem.wiki/Guanta_power_station
Güemes power station,Central Térmica Güemes,GUEMTV11,GUEMTV11,gas_power_plant,Pampa Energia SA,Pampa Energia SA,Salta,Argentina,operating,operating,1983,63,,MW,point,-24.689,-65.042,,https://gem.wiki/Güemes_power_station,https://gem.wiki/Güemes_power_station
Güemes power station,Central Térmica Güemes,GUEMTV12,GUEMTV12,gas_power_plant,Pampa Energia SA,Pampa Energia SA,Salta,Argentina,operating,proposed_plus,1983,63,,MW,point,-24.689,-65.042,,https://gem.wiki/Güemes_power_station,https://gem.wiki/Güemes_power_station
Atum,Atum,,,oil_and_gas_extraction_area,Petrobras (100%),Petróleo Brasileiro S.A. (100%),,Brazil,operating,operating,1983,,,,point,-2.972,-38.971,,https://www.gem.wiki/Atum_Oil_and_Gas_Field_%28Brazil%29,https://www.gem.wiki/Atum_Oil_and_Gas_Field_%28Brazil%29
Guamaré,Guamaré,,,oil_and_gas_extraction_area,Petrobras (100%),Petróleo Brasileiro S.A. (100%),,Brazil,operating,operating,1983,,,,point,-5.182,-36.423,,https://www.gem.wiki/Guamar%C3%A9_Oil_and_Gas_Field_%28Rio_Grande_do_Norte%2C_Brazil%29,https://www.gem.wiki/Guamar%C3%A9_Oil_and_Gas_Field_%28Rio_Grande_do_Norte%2C_Brazil%29
Naco-Hermosillo Gas Pipeline,Gasoducto Naco-Hermosillo,,,gas_pipeline,,Cenagas [100.00%],,Mexico,operating,proposed_plus,1984,90,,MMcf/d,line,nan,nan,"31.333476,-109.820102:31.259079,-109.927199:31.22143,-110.01:31.14645,-110.094:31.0746,-110.166:31.02028,-110.239:31.02187,-110.304:31.03785,-110.336:31.04265,-110.364:31.03785,-110.409:31.02507,-110.459:31.03146,-110.502:31.01548,-110.547:30.98511,-110.586:30.91634,-110.62:30.87633,-110.653:30.86352,-110.717:30.84111,-110.78:30.81709,-110.813:30.78826,-110.834:30.74499,-110.843:30.71934,-110.864:30.69369,-110.873:30.67605,-110.92:30.64396,-110.961:30.62792,-110.996:30.60063,-111.052:30.54925,-111.103:30.52355,-111.097:30.48017,-111.082:30.39817,-111.073:30.31771,-111.086:30.11869,-111.08:30.01863,-111.091:29.94271,-111.099:29.91685,-111.099:29.89583,-111.086:29.86835,-111.063:29.81496,-111.047:29.76803,-111.037:29.7146,-111.034:29.64655,-111.02:29.52654,-111:29.42588,-110.979:29.28935,-110.942:29.25763,-110.935:29.071767,-110.955349",https://www.gem.wiki/Naco-Hermosillo_Gas_Pipeline,https://www.gem.wiki/Naco-Hermosillo_Gas_Pipeline
Antonio Maceo Thermoelectric Power Plant,Central Termoeléctrica Antonio Maceo,4,4,gas_power_plant,Unión Eléctrica de Cuba,Unión Eléctrica de Cuba,Santiago de Cuba,Cuba,operating,proposed_plus,1984,95,,MW,point,19.995,-75.871,,https://gem.wiki/Antonio_Maceo_Thermoelectric_Power_Plant,https://gem.wiki/Antonio_Maceo_Thermoelectric_Power_Plant
Antonio Maceo Thermoelectric Power Plant,Central Termoeléctrica Antonio Maceo,5,5,gas_power_plant,Unión Eléctrica de Cuba,Unión Eléctrica de Cuba,Santiago de Cuba,Cuba,operating,operating,1984,95,,MW,point,19.995,-75.871,,https://gem.wiki/Antonio_Maceo_Thermoelectric_Power_Plant,https://gem.wiki/Antonio_Maceo_Thermoelectric_Power_Plant
Antonio Maceo Thermoelectric Power Plant,Central Termoeléctrica Antonio Maceo,6,6,gas_power_plant,Unión Eléctrica de Cuba,Unión Eléctrica de Cuba,Santiago de Cuba,Cuba,operating,pre-construction,1984,95,,MW,point,19.995,-75.871,,https://gem.wiki/Antonio_Maceo_Thermoelectric_Power_Plant,https://gem.wiki/Antonio_Maceo_Thermoelectric_Power_Plant
Antonio Maceo Thermoelectric Power Plant,Central Termoeléctrica Antonio Maceo,7,7,gas_power_plant,Unión Eléctrica de Cuba,Unión Eléctrica de Cuba,Santiago de Cuba,Cuba,operating,proposed_plus,1984,95,,MW,point,19.995,-75.871,,https://gem.wiki/Antonio_Maceo_Thermoelectric_Power_Plant,https://gem.wiki/Antonio_Maceo_Thermoelectric_Power_Plant
Bagre,Bagre,,,oil_and_gas_extraction_area,Petrobras (100%),Petróleo Brasileiro S.A. (100%),,Brazil,operating,pre-construction,1984,,,,point,-22.413,-40.474,,https://www.gem.wiki/Bagre_Oil_and_Gas_Field_%28Brazil%29,https://www.gem.wiki/Bagre_Oil_and_Gas_Field_%28Brazil%29
Ixtoc,Ixtoc,,,oil_and_gas_extraction_area,PEMEX,Petroleos Mexicanos,,Mexico,operating,proposed_plus,1984,,6.98,million boe/y,point,19.444,-92.217,,https://www.gem.wiki/Ixtoc_Oil_and_Gas_Field_%28Federal_Offshore%2C_Mexico%29,https://www.gem.wiki/Ixtoc_Oil_and_Gas_Field_%28Federal_Offshore%2C_Mexico%29
Guanta,Guanta,,,oil_and_gas_extraction_area,,,,Ecuador,operating,operating,1984,,1.17,million boe/y,point,-0.0023846,-76.776,,https://www.gem.wiki/Guanta_Oil_and_Gas_Field_%28Ecuador%29,https://www.gem.wiki/Guanta_Oil_and_Gas_Field_%28Ecuador%29
Costanera power station,Central Termoeléctrica Costanera,COSTTV06,COSTTV06,gas_power_plant,Central Puerto SA,Central Puerto SA,Buenos Aires,Argentina,operating,operating,1985,310,,MW,point,-34.625,-58.339,,https://gem.wiki/Costanera_power_station,https://gem.wiki/Costanera_power_station
Planta Centro power station,Termoeléctrica Planta Centro,PC-4,PC-4,gas_power_plant,Corporación Eléctrica Nacional (Venezuela) SA,Corporación Eléctrica Nacional (Venezuela) SA,Carabobo,Venezuela,mothballed,operating,1985,400,,MW,point,10.495,-68.155,,https://gem.wiki/Planta_Centro_power_station,https://gem.wiki/Planta_Centro_power_station
Puerto Libertad power station,Central termoeléctrica Puerto Libertad,1,1,gas_power_plant,Comisión Federal de Electricidad EPE,Comisión Federal de Electricidad EPE,Sonora,Mexico,operating,operating,1985,158,,MW,point,29.907,-112.69,,https://gem.wiki/Puerto_Libertad_power_station,https://gem.wiki/Puerto_Libertad_power_station
Puerto Libertad power station,Central termoeléctrica Puerto Libertad,2,2,gas_power_plant,Comisión Federal de Electricidad EPE,Comisión Federal de Electricidad EPE,Sonora,Mexico,operating,pre-construction,1985,158,,MW,point,29.907,-112.69,,https://gem.wiki/Puerto_Libertad_power_station,https://gem.wiki/Puerto_Libertad_power_station
Puerto Libertad power station,Central termoeléctrica Puerto Libertad,3,3,gas_power_plant,Comisión Federal de Electricidad EPE,Comisión Federal de Electricidad EPE,Sonora,Mexico,operating,construction_plus,1985,158,,MW,point,29.907,-112.69,,https://gem.wiki/Puerto_Libertad_power_station,https://gem.wiki/Puerto_Libertad_power_station
Puerto Libertad power station,Central termoeléctrica Puerto Libertad,4,4,gas_power_plant,Comisión Federal de Electricidad EPE,Comisión Federal de Electricidad EPE,Sonora,Mexico,operating,operating,1985,158,,MW,point,29.907,-112.69,,https://gem.wiki/Puerto_Libertad_power_station,https://gem.wiki/Puerto_Libertad_power_station
Samalayuca power station,Central CC Samalayuca,I-1,I-1,gas_power_plant,Comisión Federal de Electricidad EPE,Comisión Federal de Electricidad EPE,Chihuahua,Mexico,operating,operating,1985,158,,MW,point,31.329,-106.49,,https://gem.wiki/Samalayuca_power_station,https://gem.wiki/Samalayuca_power_station
Samalayuca power station,Central CC Samalayuca,I-2,I-2,gas_power_plant,Comisión Federal de Electricidad EPE,Comisión Federal de Electricidad EPE,Chihuahua,Mexico,operating,operating,1985,158,,MW,point,31.329,-106.49,,https://gem.wiki/Samalayuca_power_station,https://gem.wiki/Samalayuca_power_station
Anequim,Anequim,,,oil_and_gas_extraction_area,Petrobras (100%),Petróleo Brasileiro S.A. (100%),,Brazil,operating,operating,1985,,,,point,-22.39,-40.524,,https://www.gem.wiki/Anequim_Oil_and_Gas_Field_%28Brazil%29,https://www.gem.wiki/Anequim_Oil_and_Gas_Field_%28Brazil%29
Puerto Ceiba,Puerto Ceiba,,,oil_and_gas_extraction_area,PEMEX (100%),Petroleos Mexicanos (100%),,Mexico,operating,operating,1985,,2.62,million boe/y,point,18.454,-93.224,,https://www.gem.wiki/Puerto_Ceiba_Oil_and_Gas_Field_%28Tabasco%2C_Mexico%29,https://www.gem.wiki/Puerto_Ceiba_Oil_and_Gas_Field_%28Tabasco%2C_Mexico%29
Caan,Caan,,,oil_and_gas_extraction_area,,,,Mexico,operating,operating,1985,,3.69,million boe/y,point,19.239,-92.06,,https://www.gem.wiki/Caan_Oil_and_Gas_Field_%28Federal_Offshore%2C_Mexico%29,https://www.gem.wiki/Caan_Oil_and_Gas_Field_%28Federal_Offshore%2C_Mexico%29
Cunduacán,Cunduacán,,,oil_and_gas_extraction_area,,,,Mexico,operating,operating,1985,,2.4,million boe/y,point,18.074,-93.105,,https://www.gem.wiki/Cunduac%C3%A1n_Oil_and_Gas_Field_%28Tabasco%2C_Mexico%29,https://www.gem.wiki/Cunduac%C3%A1n_Oil_and_Gas_Field_%28Tabasco%2C_Mexico%29
Maloob,Maloob,,,oil_and_gas_extraction_area,PEMEX (100%),Petroleos Mexicanos (100%),,Mexico,operating,operating,1985,,218.98,million boe/y,point,19.59,-92.246,,https://www.gem.wiki/Maloob_Oil_and_Gas_Field_%28Federal_Offshore%2C_Mexico%29,https://www.gem.wiki/Maloob_Oil_and_Gas_Field_%28Federal_Offshore%2C_Mexico%29
Caño Limón (Arauca),Caño Limón (Arauca),,,oil_and_gas_extraction_area,Ecopetrol S.A.;Occidental De Colombia LLC,Ecopetrol S.A.;Occidental Petroleum Corporation,,Colombia,operating,operating,1985,,6.51,million boe/y,point,6.93,-71.18,,https://www.gem.wiki/Ca%C3%B1o_Lim%C3%B3n_%28Arauca%29_Oil_and_Gas_Field_%28Arauca%2C_Colombia%29,https://www.gem.wiki/Ca%C3%B1o_Lim%C3%B3n_%28Arauca%29_Oil_and_Gas_Field_%28Arauca%2C_Colombia%29
