project_en,project,unit_en,unit,type,owner,parent,province,country,status_tabular,status,start_year,capacity,production,units,geom,lat,lng,route,url_en,url
Suape FSRU,FSRU de Suape,,,lng_terminal,,New Fortress Energy [100.00%],Pernambuco,Brazil,proposed,proposed_plus,2022,5.64,,MTPA,point,-8.3982,-34.96,,https://www.gem.wiki/Suape_FSRU,https://www.gem.wiki/FSRU_de_Suape
São Luis FSRU,FSRU de São Luis,,,lng_terminal,,Eneva [51.00%]; Servtec Energia [49.00%],Maranhão,Brazil,proposed,proposed_plus,,3.76,,MTPA,point,-2.5896,-44.369,,https://www.gem.wiki/S%C3%A3o_Luis_FSRU,https://www.gem.wiki/FSRU_de_S%C3%A3o_Luis
São Marcos Bay FSRU,FSRU da Baia de Marcos,,,lng_terminal,,New Fortress Energy [100.00%],Maranhão,Brazil,proposed,proposed_plus,,5.64,,MTPA,point,-2.551,-44.379,,https://www.gem.wiki/S%C3%A3o_Marcos_Bay_FSRU,https://www.gem.wiki/FSRU_da_Ba%C3%ADa_de_S%C3%A3o_Marcos
Talcahuano FSRU,FSRU de Talcahuano,,,lng_terminal,,Inversiones GNL Talcahuano SpA [100.00%],,Chile,proposed,proposed_plus,2022,2.28,,MTPA,point,-36.718,-73.103,,https://www.gem.wiki/Talcahuano_FSRU,https://www.gem.wiki/FSRU_de_Talcahuano
Telfers FSRU,FSRU de Telfers,,,lng_terminal,,LNG Group Panama [100.00%],Colon,Panama,shelved,shelved,,,,MTPA,point,9.3572,-79.899,,https://www.gem.wiki/Telfers_FSRU,https://www.gem.wiki/FSRU_de_Telfers
Tepor Macaé FSRU,FSRU de Tepor Macaé,,,lng_terminal,,Eneva [65.00%]; Grupo Vale Azul Participações [35.00%],Rio de Janeiro,Brazil,proposed,proposed_plus,,5.64,,MTPA,point,-22.323,-41.723,,https://www.gem.wiki/Tepor_Maca%C3%A9_FSRU,https://www.gem.wiki/FSRU_de_Tepor_Maca%C3%A9
Tergás Rio Grande LNG Terminal,Terminal de GNL Tergás Rio Grande,,,lng_terminal,,Grupo Cobra [100.00%],Rio Grande do Sul,Brazil,proposed,proposed_plus,2024,1.61,,MTPA,point,-32.118,-52.106,,https://www.gem.wiki/Terg%C3%A1s_LNG_Terminal,https://www.gem.wiki/Terminal_de_GNL_Terg%C3%A1s
Terminal Gás Sul FSRU,Terminal Gás Sul,,,lng_terminal,,New Fortress Energy [100.00%],Santa Catarina,Brazil,construction,construction_plus,2022,4.03,,MTPA,point,-26.231,-48.641,,https://www.gem.wiki/Terminal_G%C3%A1s_Sul_FSRU,https://www.gem.wiki/Terminal_G%C3%A1s_Sul
Vaca Muerta (YPF) LNG Terminal,Terminal de GNL de Vaca Muerta (YPF),,,lng_terminal,,YPF [100.00%],Buenos Aires,Argentina,proposed,proposed_plus,2024,5.37,,MTPA,point,-38.777,-62.304,,https://www.gem.wiki/Vaca_Muerta_(YPF)_LNG_Terminal,https://www.gem.wiki/Terminal_de_GNL_de_Vaca_Muerta_(YPF)
Venezuela Offshore LNG Terminal,Terminal Marítimo de GNL de Venezuela,,,lng_terminal,,Petróleos de Venezuela [50.00%]; Rosneft [50.00%],,Venezuela,cancelled,cancelled,,,,MTPA,point,10.784,-63.183,,https://www.gem.wiki/Venezuela_Offshore_LNG_Terminal,https://www.gem.wiki/Terminal_Mar%C3%ADtimo_de_GNL_de_Venezuela
Vista Pacifico LNG Terminal,Terminal de GNL Vista Pacífico,,,lng_terminal,,Sempra Energy [100.00%],Sinaloa,Mexico,proposed,proposed_plus,2025,4,,MTPA,point,25.582,-109.06,,https://www.gem.wiki/Vista_Pacifico_LNG_Terminal,https://www.gem.wiki/Terminal_de_GNL_Vista_Pac%C3%ADfico
25 de Mayo - Medanito Sudeste LP,25 de Mayo - Medanito Sudeste LP,,,oil_and_gas_extraction_area,,,,Argentina,operating,operating,2016,,1.05,million boe/y,point,-38.233,-69.267,,https://www.gem.wiki/25_de_Mayo_-_Medanito_Sudeste_LP_Oil_and_Gas_Field_(Argentina),https://www.gem.wiki/Campo_de_Petróleo_y_Gas_25_de_Mayo_-_Medanito_Sudeste_LP_(Argentina)
25 de Mayo - Medanito Sudeste RN,25 de Mayo - Medanito Sudeste RN,,,oil_and_gas_extraction_area,,,,Argentina,operating,operating,2016,,1.13,million boe/y,point,-38.233,-69.267,,https://www.gem.wiki/25_de_Mayo_-_Medanito_Sudeste_RN_Oil_and_Gas_Field_(Argentina),https://www.gem.wiki/Campo_de_Petróleo_y_Gas_25_de_Mayo_-_Medanito_Sudeste_RN_(Argentina)
Abalone,Abalone,,,oil_and_gas_extraction_area,Shell Brasil (50%);ONGC Campos (27%);QPI Brasil (23%),Shell plc (50%);Oil and Natural Gas Corporation Limited (ONGC) (27%);Qatar Petroleum (23%),,Brazil,operating,operating,2009,,,,point,-21.36,-39.612,,https://www.gem.wiki/Abalone_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Abalone_(Brasil)
Abarco,Abarco,,,oil_and_gas_extraction_area,,,,Colombia,operating,operating,,,1.16,million boe/y,point,6.321,-74.478,,https://www.gem.wiki/Abarco_Oil_and_Gas_Field_(Colombia),https://www.gem.wiki/Campo_de_Petróleo_y_Gas_Abarco_(Colombia)
Abkatún,Abkatún,,,oil_and_gas_extraction_area,,,,Mexico,operating,operating,1980,,5.03,million boe/y,point,19.249,-92.188,,https://www.gem.wiki/Abkatún_Oil_and_Gas_Field_(Mexico),https://www.gem.wiki/Campo_de_Petróleo_y_Gas_Abkatún_(México)
Acae San Miguel,Acae San Miguel,,,oil_and_gas_extraction_area,,,,Colombia,operating,operating,,,0.53,million boe/y,point,0.407,-76.9,,https://www.gem.wiki/Acae_San_Miguel_Oil_and_Gas_Field_(Colombia),https://www.gem.wiki/Campo_de_Petróleo_y_Gas_Acae_San_Miguel_(Colombia)
Acordionero,Acordionero,,,oil_and_gas_extraction_area,Gran Tierra Energy Colombia Ltd (100%),Gran Tierra Energy Inc. (100%),,Colombia,operating,operating,,,6.92,million boe/y,point,8.161,-73.516,,https://www.gem.wiki/Acordionero_Oil_and_Gas_Field_(Colombia),https://www.gem.wiki/Campo_de_Petróleo_y_Gas_Acordionero_(Colombia)
Agua Fría,Agua Fría,,,oil_and_gas_extraction_area,,,,Mexico,operating,operating,,,1.39,million boe/y,point,20.538,-97.655,,https://www.gem.wiki/Agua_Fría_Oil_and_Gas_Field_(Mexico),https://www.gem.wiki/Campo_de_Petróleo_y_Gas_Agua_Fría_(México)
Aguada Baguales,Aguada Baguales,,,oil_and_gas_extraction_area,,,,Argentina,operating,operating,,,0.46,million boe/y,point,-38.817,-68.953,,https://www.gem.wiki/Aguada_Baguales_Oil_and_Gas_Field_(Argentina),https://www.gem.wiki/Campo_de_Petróleo_y_Gas_Aguada_Baguales_(Argentina)
Aguada Cánepa,Aguada Cánepa,,,oil_and_gas_extraction_area,,,,Argentina,operating,operating,2013,,0.48,million boe/y,point,-38.076,-68.465,,https://www.gem.wiki/Aguada_Cánepa_Oil_and_Gas_Field_(Argentina),https://www.gem.wiki/Campo_de_Petróleo_y_Gas_Aguada_Cánepa_(Argentina)
Aguada Federal,Aguada Federal,,,oil_and_gas_extraction_area,,,,Argentina,operating,operating,2012,,0.46,million boe/y,point,-38.089,-68.723,,https://www.gem.wiki/Aguada_Federal_Oil_and_Gas_Field_(Argentina),https://www.gem.wiki/Campo_de_Petróleo_y_Gas_Aguada_Federal_(Argentina)
Aguada Pichana Este Mulichinco,Aguada Pichana Este Mulichinco,,,oil_and_gas_extraction_area,,,,Argentina,operating,operating,2017,,9.58,million boe/y,point,-38.389,-69.166,,https://www.gem.wiki/Aguada_Pichana_Este_Mulichinco_Oil_and_Gas_Field_(Argentina),https://www.gem.wiki/Campo_de_Petróleo_y_Gas_Aguada_Pichana_Este_Mulichinco_(Argentina)
Aguada Pichana Este Vaca Muerta,Aguada Pichana Este Vaca Muerta,,,oil_and_gas_extraction_area,,,,Argentina,operating,operating,2017,,9.66,million boe/y,point,-38.345,-69.213,,https://www.gem.wiki/Aguada_Pichana_Este_Vaca_Muerta_Oil_and_Gas_Field_(Argentina),https://gem.wiki/Campo_de_Petróleo_y_Gas_Aguada_Pichana_Este_Vaca_Muerta_(Argentina)
Aguada Pichana Oeste,Aguada Pichana Oeste,,,oil_and_gas_extraction_area,,,,Argentina,operating,operating,2017,,2.64,million boe/y,point,-38.38,-69.408,,https://www.gem.wiki/Aguada_Pichana_Oeste_Gas_Field_(Argentina),https://www.gem.wiki/Campo_de_Gas_Aguada_Pichana_Oeste_(Argentina)
Aguada San Roque,Aguada San Roque,,,oil_and_gas_extraction_area,,,,Argentina,operating,operating,,,0.62,million boe/y,point,-37.955,-69.003,,https://www.gem.wiki/Aguada_San_Roque_Oil_and_Gas_Field_(Argentina),https://www.gem.wiki/Campo_de_Petróleo_y_Gas_Aguada_San_Roque_(Argentina)
Aguada Toledo,Aguada Toledo,,,oil_and_gas_extraction_area,,,,Argentina,operating,operating,,,0.78,million boe/y,point,-38.752,-68.819,,https://www.gem.wiki/Aguada_Toledo_Oil_and_Gas_Field_(Argentina),https://www.gem.wiki/Campo_de_Petróleo_y_Gas_Aguada_Toledo_(Argentina)
Aguada de Castro,Aguada de Castro,,,oil_and_gas_extraction_area,,,,Argentina,operating,operating,2011,,0.8,million boe/y,point,-38.264,-69.567,,https://www.gem.wiki/Aguada_de_Castro_Gas_Field_(Argentina),https://www.gem.wiki/Campo_de_Gas_Aguada_de_Castro_(Argentina)
Aguada de la Arena,Aguada de la Arena,,,oil_and_gas_extraction_area,,,,Argentina,operating,operating,,,2.89,million boe/y,point,-38.22,-69.153,,https://www.gem.wiki/Aguada_de_la_Arena_Oil_and_Gas_Field_(Argentina),https://www.gem.wiki/Campo_de_Petróleo_y_Gas_Aguada_de_la_Arena_(Argentina)
Aguada de los Indios Sur,Aguada de los Indios Sur,,,oil_and_gas_extraction_area,,,,Argentina,operating,operating,,,1.14,million boe/y,point,-38.233,-69.267,,https://www.gem.wiki/Aguada_de_los_Indios_Sur_Oil_and_Gas_Field_(Argentina),https://www.gem.wiki/Campo_de_Petróleo_y_Gas_Aguada_de_los_Indios_Sur_(Argentina)
Aguada del Chivato,Aguada del Chivato,,,oil_and_gas_extraction_area,,,,Argentina,operating,operating,,,0.4,million boe/y,point,-37.495,-68.977,,https://www.gem.wiki/Aguada_del_Chivato_Oil_and_Gas_Field_(Argentina),https://www.gem.wiki/Campo_de_Petróleo_y_Gas_Aguada_del_Chivato_(Argentina)
Aguada los Loros,Aguada los Loros,,,oil_and_gas_extraction_area,,,,Argentina,operating,operating,2013,,1.54,million boe/y,point,-37.728,-69.425,,https://www.gem.wiki/Aguada_los_Loros_Oil_and_Gas_Field_(Argentina),https://www.gem.wiki/Campo_de_Petróleo_y_Gas_Aguada_los_Loros_(Argentina)
Aguarico,Aguarico,,,oil_and_gas_extraction_area,,,,Ecuador,operating,operating,,,2.87,million boe/y,point,-0.063162,-76.647,,https://www.gem.wiki/Aguarico_Oil_and_Gas_Field_(Ecuador),https://www.gem.wiki/Campo_de_Petróleo_y_Gas_Aguarico_(Ecuador)
Aguilhada,Aguilhada,,,oil_and_gas_extraction_area,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,Brazil,operating,operating,1969,,,,point,-10.686,-36.889,,https://www.gem.wiki/Aguilhada_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Aguilhada_(Brasil)
Agulha,Agulha,,,oil_and_gas_extraction_area,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,Brazil,operating,operating,1979,,,,point,-4.899,-36.262,,https://www.gem.wiki/Agulha_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Agulha_(Brasil)
Akacias (Acacias),Akacias (Acacias),,,oil_and_gas_extraction_area,Ecopetrol S.A.;Talisman Colombia Oil & Gas,Ecopetrol S.A.;Repsol SA,,Colombia,operating,operating,,,6.37,million boe/y,point,3.754,-73.74,,https://www.gem.wiki/Akacias_(Acacias)_Oil_and_Gas_Field_(Colombia),https://www.gem.wiki/Campo_de_Petróleo_y_Gas_Akacias_(Acacias)_(Colombia)
Akal,Akal,,,oil_and_gas_extraction_area,PEMEX,Petroleos Mexicanos,,Mexico,operating,operating,1979,,81.15,million boe/y,point,19.399,-92.053,,https://www.gem.wiki/Akal_Oil_and_Gas_Field_(Mexico),https://gem.wiki/Campo_de_Petróleo_y_Gas_Akal_(México)
Albacora,Albacora,,,oil_and_gas_extraction_area,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,Brazil,operating,operating,1987,,13.37,million boe/y,point,-22.131,-39.961,,https://www.gem.wiki/Albacora_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Albacora_(Brasil)
Albacora Leste,Albacora Leste,,,oil_and_gas_extraction_area,Petrobras (90%);Repsol Sinopec Resources UK Limited (10%),Petrobras (90%);Petróleo Brasileiro S.A. (90%);Repsol SA (5.1%);SINOPEC (4.9%),,Brazil,operating,operating,1998,,,,point,-22.111,-39.746,,https://www.gem.wiki/Albacora_Leste_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Albacora_Leste_(Brasil)
Alligator,Alligator,,,oil_and_gas_extraction_area,,,,Colombia,operating,operating,,,0.67,million boe/y,point,4.322,-72.982,,https://www.gem.wiki/Alligator_Oil_and_Gas_Field_(Colombia),https://www.gem.wiki/Campo_de_Petróleo_y_Gas_Alligator_(Colombia)
Alto do Rodrigues,Alto do Rodrigues,,,oil_and_gas_extraction_area,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,Brazil,operating,operating,1981,,,,point,-5.316,-36.734,,https://www.gem.wiki/Alto_do_Rodrigues_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Alto_do_Rodrigues_(Brasil)
Amherstia,Amherstia,,,oil_and_gas_extraction_area,BPTT (100%),BP P.L.C. (100%),,Trinidad and Tobago,operating,operating,2000,,,,point,9.965,-60.459,,https://www.gem.wiki/Amherstia_Gas_Field_(Trinidad_and_Tobago),https://gem.wiki/Campo_de_Gas_Amherstia_(Trinidad_y_Tobago)
Amistad,Amistad,,,oil_and_gas_extraction_area,Petroamazonas EP (100%),PetroEcuador (100%),,Ecuador,operating,operating,2003,,1.7,million boe/y,point,-0.2964,-80.472,,https://www.gem.wiki/Amistad_Gas_Field_(Ecuador),https://www.gem.wiki/Campo_de_Gas_Amistad_(Ecuador)
Amo,Amo,,,oil_and_gas_extraction_area,Repsol Ecuador S.A. (35%);Amodaimi Oil Co. (20%);Crs Resources (14%);Overseas Petroleum and Investment Corporation (31%),Repsol SA (35%);Tiptop Energy (20%);Sinochem (14%);U.S. International Development Finance Corporation (31%),,Ecuador,operating,operating,,,1.15,million boe/y,point,-0.93408,-76.224,,https://www.gem.wiki/Amo_Oil_and_Gas_Field_(Ecuador),https://www.gem.wiki/Campo_de_Petróleo_y_Gas_Amo_(Ecuador)
Anambé,Anambé,,,oil_and_gas_extraction_area,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,Brazil,operating,operating,2005,,,,point,-9.737,-36.073,,https://www.gem.wiki/Anambé_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Anambé_(Brasil)
Andina,Andina,,,oil_and_gas_extraction_area,,,,Colombia,operating,operating,,,1.22,million boe/y,point,6.58,-71.742,,https://www.gem.wiki/Andina_Oil_and_Gas_Field_(Colombia),https://www.gem.wiki/Campo_de_Petróleo_y_Gas_Andina_(Colombia)
Anequim,Anequim,,,oil_and_gas_extraction_area,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,Brazil,operating,operating,1985,,,,point,-22.39,-40.524,,https://www.gem.wiki/Anequim_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Anequim_(Brasil)
Angelin,Angelin,,,oil_and_gas_extraction_area,BPTT (100%),BP P.L.C. (100%),,Trinidad and Tobago,operating,operating,2019,,,,point,10.393,-60.589,,https://www.gem.wiki/Angelin_Gas_Field_(Trinidad_and_Tobago),https://gem.wiki/Campo_de_Gas_Angelin_(Trinidad_y_Tobago)
Anticlinal Grande (Chubut),Anticlinal Grande (Chubut),,,oil_and_gas_extraction_area,,,,Argentina,operating,operating,,,1.05,million boe/y,point,-45.889,-68.997,,https://www.gem.wiki/Anticlinal_Grande_(Chubut)_Oil_and_Gas_Field_(Argentina),https://www.gem.wiki/Campo_de_Petróleo_y_Gas_Anticlinal_Grande_(Chubut)_(Argentina)
Apaika-Nenke,Apaika-Nenke,,,oil_and_gas_extraction_area,,,,Ecuador,operating,operating,,,2.35,million boe/y,point,-0.47432,-86.978,,https://www.gem.wiki/Apaika-Nenke_Oil_and_Gas_Field_(Ecuador),https://www.gem.wiki/Campo_de_Petróleo_y_Gas_Apaika-Nenke_(Ecuador)
Apiay,Apiay,,,oil_and_gas_extraction_area,,,,Colombia,operating,operating,,,1.4,million boe/y,point,4.052,-73.438,,https://www.gem.wiki/Apiay_Oil_and_Gas_Field_(Colombia),https://www.gem.wiki/Campo_de_Petróleo_y_Gas_Apiay_(Colombia)
Arabaiana,Arabaiana,,,oil_and_gas_extraction_area,Petro-Victory (70%);Perícia (30%),Petro-Victory Energy Corp. (70%);Perícia (30%),,Brazil,operating,operating,2002,,,,point,-4.712,-36.733,,https://www.gem.wiki/Arabaiana_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Arabaiana_(Brasil)
Aratum,Aratum,,,oil_and_gas_extraction_area,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,Brazil,operating,operating,1987,,,,point,-5.044,-36.565,,https://www.gem.wiki/Aratum_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Aratum_(Brasil)
Araças Leste,Araças Leste,,,oil_and_gas_extraction_area,Guindastes Brasil (100%),Guindastes Brasil (100%),,Brazil,in-development,construction_plus,2008,,,,point,-12.136,-38.109,,https://www.gem.wiki/Araças_Leste_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Araças_Leste_(Brasil)
Araçás,Araçás,,,oil_and_gas_extraction_area,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,Brazil,operating,operating,1965,,,,point,-12.137,-38.171,,https://www.gem.wiki/Araçás_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Araçás_(Brasil)
Arcabuz,Arcabuz,,,oil_and_gas_extraction_area,,,,Mexico,operating,operating,,,1.74,million boe/y,point,26.121,-99.082,,https://www.gem.wiki/Arcabuz_Oil_and_Gas_Field_(Mexico),https://www.gem.wiki/Campo_de_Petróleo_y_Gas_Arcabuz_(México)
Arcos,Arcos,,,oil_and_gas_extraction_area,,,,Mexico,operating,operating,,,1.01,million boe/y,point,26.491,-99.177,,https://www.gem.wiki/Arcos_Oil_and_Gas_Field_(Mexico),https://www.gem.wiki/Campo_de_Petróleo_y_Gas_Arcos_(México)
Ardilla,Ardilla,,,oil_and_gas_extraction_area,,,,Colombia,operating,operating,,,0.88,million boe/y,point,4.322,-72.982,,https://www.gem.wiki/Ardilla_Oil_and_Gas_Field_(Colombia),https://www.gem.wiki/Campo_de_Petróleo_y_Gas_Ardilla_(Colombia)
Area Teca-Cocorna (Puerto Nare),Area Teca-Cocorna (Puerto Nare),,,oil_and_gas_extraction_area,,,,Colombia,operating,operating,,,0.5,million boe/y,point,6.032,-74.612,,https://www.gem.wiki/Area_Teca-Cocorna_(Puerto_Nare)_Oil_and_Gas_Field_(Colombia),https://www.gem.wiki/Campo_de_Petróleo_y_Gas_Area_Teca-Cocorna_(Puerto_Nare)_(Colombia)
Arenque,Arenque,,,oil_and_gas_extraction_area,,,,Mexico,operating,operating,1970,,2.38,million boe/y,point,22.244,-97.525,,https://www.gem.wiki/Arenque_Oil_and_Gas_Field_(Mexico),https://www.gem.wiki/Campo_de_Petróleo_y_Gas_Arenque_(México)
Argonauta,Argonauta,,,oil_and_gas_extraction_area,Shell Brasil (50%);ONGC Campos (27%);QPI Brasil (23%),Shell plc (50%);Oil and Natural Gas Corporation Limited (ONGC) (27%);Qatar Petroleum (23%),,Brazil,operating,operating,2010,,,,point,-21.205,-39.853,,https://www.gem.wiki/Argonauta_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Argonauta_(Brasil)
Aries-Aries Norte (Estado Nacional),Aries-Aries Norte (Estado Nacional),,,oil_and_gas_extraction_area,,,,Argentina,operating,operating,,,7.25,million boe/y,point,-52.682,-68.047,,https://www.gem.wiki/Aries-Aries_Norte_(Estado_Nacional)_Oil_and_Gas_Field_(Argentina),https://www.gem.wiki/Campo_de_Petróleo_y_Gas_Aries-Aries_Norte_(Estado_Nacional)_(Argentina)
Arrayán,Arrayán,,,oil_and_gas_extraction_area,,,,Colombia,operating,operating,,,0.47,million boe/y,point,3.104,-75.304,,https://www.gem.wiki/Arrayán_Oil_and_Gas_Field_(Colombia),https://www.gem.wiki/Campo_de_Petróleo_y_Gas_Arrayán_(Colombia)
Atapu,Atapu,,,oil_and_gas_extraction_area,Petrobras (89.3%);Shell (4.3%);TotalEnergies (3.8%);Petrogal Brasil (1.7%);PPSA (0.9%),"Petrobras (89.3%);Petróleo Brasileiro S.A. (89.3%);Shell plc (4.3%);TotalEnergies (3.8%);Galp Energia, SGPS, S.A. (1.7%);Pré-Sal Petróleo S.A. (0.9%)",,Brazil,operating,operating,2020,,18.46,million boe/y,point,-24.952,-42.469,,https://www.gem.wiki/Atapu_Oil_and_Gas_Field_(Brazil),https://gem.wiki/Campo_de_Petróleo_e_Gás_Atapu_(Brasil)
Atlanta,Atlanta,,,oil_and_gas_extraction_area,Barra Energia (50%);Enauta Energia S/A (50%),Barra Energia do Brasil Petróleo e Gás Ltda. (50%);Enauta Energia SA (50%),,Brazil,operating,operating,,,,,point,-24.113,-41.893,,https://www.gem.wiki/Atlanta_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Atlanta_(Brasil)
Atum,Atum,,,oil_and_gas_extraction_area,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,Brazil,operating,operating,1983,,,,point,-2.972,-38.971,,https://www.gem.wiki/Atum_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Atum_(Brasil)
Auca,Auca,,,oil_and_gas_extraction_area,Petroamazonas EP (100%),PetroEcuador (100%),,Ecuador,operating,operating,1972,,13.94,million boe/y,point,-0.6077,-76.899,,https://www.gem.wiki/Auca_Oil_and_Gas_Field_(Ecuador),https://gem.wiki/Campo_de_Petróleo_y_Gas_Auca_(Ecuador)
Auca Sur 1-2,Auca Sur 1-2,,,oil_and_gas_extraction_area,,,,Ecuador,operating,operating,,,2.61,million boe/y,point,-0.47432,-86.978,,https://www.gem.wiki/Auca_Sur_1-2_Oil_and_Gas_Field_(Ecuador),https://www.gem.wiki/Campo_de_Petróleo_y_Gas_Auca_Sur_1-2_(Ecuador)
Avispa,Avispa,,,oil_and_gas_extraction_area,,,,Colombia,operating,operating,,,1.83,million boe/y,point,4.322,-72.982,,https://www.gem.wiki/Avispa_Oil_and_Gas_Field_(Colombia),https://www.gem.wiki/Campo_de_Petróleo_y_Gas_Avispa_(Colombia)
Ayatsil,Ayatsil,,,oil_and_gas_extraction_area,PEMEX,Petroleos Mexicanos,,Mexico,operating,operating,2015,,34.32,million boe/y,point,19.625,-92.354,,https://www.gem.wiki/Ayatsil_Oil_and_Gas_Field_(Mexico),https://gem.wiki/Campo_de_Petróleo_y_Gas_Ayatsil_(México)
Ayocote,Ayocote,,,oil_and_gas_extraction_area,,,,Mexico,operating,operating,,,1.02,million boe/y,point,17.897,-93.751,,https://www.gem.wiki/Ayocote_Oil_and_Gas_Field_(Mexico),https://www.gem.wiki/Campo_de_Petróleo_y_Gas_Ayocote_(México)
Azulão,Azulão,,,oil_and_gas_extraction_area,Eneva (100%),Eneva (100%),,Brazil,operating,operating,2021,,,,point,-2.733,-58.178,,https://www.gem.wiki/Azulão_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Gás_Azulão_(Brasil)
Bacab,Bacab,,,oil_and_gas_extraction_area,,,,Mexico,in-development,construction_plus,,,1.49,million boe/y,point,19.566,-92.119,,https://www.gem.wiki/Bacab_Oil_and_Gas_Field_(Mexico),https://www.gem.wiki/Campo_de_Petróleo_y_Gas_Bacab_(México)
Bacalhau,Bacalhau,,,oil_and_gas_extraction_area,,,,Brazil,in-development,construction_plus,,,,,point,-25.472,-44.003,,https://www.gem.wiki/Bacalhau_Oil_and_Gas_Complex_(Brazil),https://www.gem.wiki/Complexo_Petróleo_e_Gás_Bacalhau_(Brasil)
Badejo,Badejo,,,oil_and_gas_extraction_area,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,Brazil,operating,operating,1981,,,,point,-22.693,-40.868,,https://www.gem.wiki/Badejo_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Badejo_(Brasil)
Bagre,Bagre,,,oil_and_gas_extraction_area,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,Brazil,operating,operating,1984,,,,point,-22.413,-40.474,,https://www.gem.wiki/Bagre_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Bagre_(Brasil)
Baixa do Algodão,Baixa do Algodão,,,oil_and_gas_extraction_area,Potiguar E&P SA (100%),Petroreconcavo (100%),,Brazil,operating,operating,1986,,,,point,-5.371,-37.632,,https://www.gem.wiki/Baixa_do_Algodão_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Baixa_do_Algodão_(Brasil)
Bajada de Añelo (Neuquén) - Shell,Bajada de Añelo (Neuquén) - Shell,,,oil_and_gas_extraction_area,,,,Argentina,operating,operating,,,0.74,million boe/y,point,-38.138,-69.048,,https://www.gem.wiki/Bajada_de_Añelo_(Neuquén)_-_Shell_Oil_and_Gas_Asset_(Argentina),https://www.gem.wiki/Activo_Petróleo_y_Gas_Bajada_de_Añelo_(Neuquén)_-_Shell_(Argentina)
Bajada del Palo,Bajada del Palo,,,oil_and_gas_extraction_area,,,,Argentina,operating,operating,,,0.34,million boe/y,point,-38.148,-68.344,,https://www.gem.wiki/Bajada_del_Palo_Oil_and_Gas_Field_(Argentina),https://www.gem.wiki/Campo_de_Petróleo_y_Gas_Bajada_del_Palo_(Argentina)
Bajo del Choique,Bajo del Choique,,,oil_and_gas_extraction_area,,,,Argentina,operating,operating,2011,,1.7,million boe/y,point,-37.712,-69.137,,https://www.gem.wiki/Bajo_del_Choique_Oil_and_Gas_Field_(Argentina),https://www.gem.wiki/Campo_de_Petróleo_y_Gas_Bajo_del_Choique_(Argentina)
Balam,Balam,,,oil_and_gas_extraction_area,PEMEX,Petroleos Mexicanos,,Mexico,operating,operating,1993,,17.63,million boe/y,point,19.485,-91.956,,https://www.gem.wiki/Balam_Oil_and_Gas_Field_(Mexico),https://gem.wiki/Campo_de_Petróleo_y_Gas_Balam_(México)
