project_en,project,unit_en,unit,type,owner,parent,province,country,status_tabular,status,start_year,capacity,production,units,geom,lat,lng,route,url_en,url
Alfredo Salazar power station,Termoeléctrica Alfredo Salazar,PAS-2,PAS-2,gas_power_plant,Corpoelec (Corporación Eléctrica Nacional),Corpoelec (Corporación Eléctrica Nacional),Anzoátegui,Venezuela,mothballed,mothballed_plus,1981,65,,MW,point,9.3699,-64.496,,https://gem.wiki/Alfredo_Salazar_power_station,https://gem.wiki/Termoeléctrica_Alfredo_Salazar
Alfredo Salazar power station,Termoeléctrica Alfredo Salazar,PAS-3,PAS-3,gas_power_plant,Corpoelec (Corporación Eléctrica Nacional),Corpoelec (Corporación Eléctrica Nacional),Anzoátegui,Venezuela,mothballed,mothballed_plus,1981,65,,MW,point,9.3699,-64.496,,https://gem.wiki/Alfredo_Salazar_power_station,https://gem.wiki/Termoeléctrica_Alfredo_Salazar
Altamira Dynasol cogeneration power station,Planta de Cogeneración Altamira Dynasol,1,1,gas_power_plant,"Iberdrola Energía del Golfo, S.A. de C.V.",Iberdrola SA,Tamaulipas,Mexico,operating,operating,2017,57,,MW,point,22.445,-97.969,,https://gem.wiki/Altamira_Dynasol_cogeneration_power_station,https://gem.wiki/Planta_de_Cogeneración_Altamira_Dynasol
Altamira II power station,Central Termoeléctrica Altamira II,1,1,gas_power_plant,Valia Energía,Actis,Tamaulipas,Mexico,operating,operating,2002,495,,MW,point,22.498,-97.902,,https://gem.wiki/Altamira_II_power_station,https://gem.wiki/Central_Termoeléctrica_Altamira_II
Altamira III and IV power station,Planta CC Altamira III y IV,1,1,gas_power_plant,Iberdrola México S.A. de C.V.,Iberdrola SA,Tamaulipas,Mexico,operating,operating,2003,539,,MW,point,22.494,-97.901,,https://gem.wiki/Altamira_III_and_IV_power_station,https://gem.wiki/Planta_CC_Altamira_III_y_IV
Altamira III and IV power station,Planta CC Altamira III y IV,2,2,gas_power_plant,Iberdrola México S.A. de C.V.,Iberdrola SA,Tamaulipas,Mexico,operating,operating,2003,539,,MW,point,22.494,-97.901,,https://gem.wiki/Altamira_III_and_IV_power_station,https://gem.wiki/Planta_CC_Altamira_III_y_IV
Altamira V power station,Planta CC Altamira V,1,1,gas_power_plant,"Iberdrola Energía del Golfo, S.A. de C.V.",Iberdrola SA,Tamaulipas,Mexico,operating,operating,2006,572,,MW,point,22.5,-97.905,,https://gem.wiki/Altamira_V_power_station,https://gem.wiki/Planta_CC_Altamira_V
Altamira V power station,Planta CC Altamira V,2,2,gas_power_plant,"Iberdrola Energía del Golfo, S.A. de C.V.",Iberdrola SA,Tamaulipas,Mexico,operating,operating,2006,571,,MW,point,22.5,-97.905,,https://gem.wiki/Altamira_V_power_station,https://gem.wiki/Planta_CC_Altamira_V
Aluar Puerto Madryn power station,Central Térmica Aluar Puerto Madryn,2,2,gas_power_plant,Aluar Aluminio,Aluar Aluminio,Chubut,Argentina,operating,operating,1997,120,,MW,point,-42.737,-65.055,,https://gem.wiki/Aluar_Puerto_Madryn_power_station,https://gem.wiki/Central_Térmica_Aluar_Puerto_Madryn
Aluar Puerto Madryn power station,Central Térmica Aluar Puerto Madryn,3,3,gas_power_plant,Aluar Aluminio,Aluar Aluminio,Chubut,Argentina,operating,operating,2007,465,,MW,point,-42.737,-65.055,,https://gem.wiki/Aluar_Puerto_Madryn_power_station,https://gem.wiki/Central_Térmica_Aluar_Puerto_Madryn
Amapá Power I power station,Usina Termelétrica Amapá Power I,I,I,gas_power_plant,BEP-Brazilian Energy Participações SA,BEP-Brazilian Energy Participações SA [unknown %],Amapá,Brazil,announced,proposed_plus,,300,,MW,point,-0.062594,-51.205,,https://www.gem.wiki/Amapá_Power_I_power_station,https://www.gem.wiki/Amapá_Power_I_power_station
Amapá Power II power station,Usina Termelétrica Amapá Power II,II,II,gas_power_plant,Evolution Power Partners SA,Evolution Power Partners SA,Amapá,Brazil,announced,proposed_plus,,300,,MW,point,-0.062809,-51.205,,https://www.gem.wiki/Amapá_Power_II_power_station,https://www.gem.wiki/Amapá_Power_II_power_station
Amapá Power III power station,Usina Termelétrica Amapá Power III,III,III,gas_power_plant,Evolution Power Partners SA,Evolution Power Partners SA,Amapá,Brazil,announced,proposed_plus,,300,,MW,point,-0.063013,-51.205,,https://www.gem.wiki/Amapá_Power_III_power_station,https://www.gem.wiki/Amapá_Power_III_power_station
Amaunet power station,Central Termoeléctrica NFE Baja California Sur,1,1,gas_power_plant,Comisión Federal de Electricidad EPE,Comisión Federal de Electricidad EPE,Baja California,Mexico,operating,operating,2021,135,,MW,point,24.197,-110.26,,https://gem.wiki/Amaunet_power_station,https://www.gem.wiki/Central_Termoel%C3%A9ctrica_Amaunet
Andes Energy power station,Central Termoeléctrica Andes Energy,1,1,gas_power_plant,Andes Energy Terminal,Black & Veatch,Valle del Cauca,Colombia,announced,proposed_plus,2026,270,,MW,point,3.9029,-77.081,,https://gem.wiki/Andes_Energy_power_station,https://www.gem.wiki/Central_Termoel%C3%A9ctrica_Andes_Energy
Andes Energy power station,Central Termoeléctrica Andes Energy,2,2,gas_power_plant,Andes Energy Terminal,Black & Veatch,Valle del Cauca,Colombia,announced,proposed_plus,,130,,MW,point,3.9029,-77.081,,https://gem.wiki/Andes_Energy_power_station,https://www.gem.wiki/Central_Termoel%C3%A9ctrica_Andes_Energy
Andrés power station,Central Termoeléctrica Andrés,1,1,gas_power_plant,AES Dominicana [85%]; Estrella-Linda Groups [15%],The AES Corporation [85%]; Estrella-Linda Groups [15%],Santo Domingo,Dominican Republic,operating,operating,2003,319,,MW,point,18.407,-69.634,,https://gem.wiki/Andrés_power_station,https://gem.wiki/Central_Termoeléctrica_Andrés
Antonio José de Sucre power station,Planta Termoeléctrica Antonio Jose de Sucre,AJS-1,AJS-1,gas_power_plant,Corpoelec (Corporación Eléctrica Nacional),Corpoelec (Corporación Eléctrica Nacional),Sucre,Venezuela,mothballed,mothballed_plus,2014,150,,MW,point,10.4,-64.167,,https://gem.wiki/Antonio_José_de_Sucre_power_station,https://gem.wiki/Planta_Termoeléctrica_Antonio_Jose_de_Sucre
Antonio José de Sucre power station,Planta Termoeléctrica Antonio Jose de Sucre,AJS-2,AJS-2,gas_power_plant,Corpoelec (Corporación Eléctrica Nacional),Corpoelec (Corporación Eléctrica Nacional),Sucre,Venezuela,mothballed,mothballed_plus,2015,150,,MW,point,10.4,-64.167,,https://gem.wiki/Antonio_José_de_Sucre_power_station,https://gem.wiki/Planta_Termoeléctrica_Antonio_Jose_de_Sucre
Antonio Nicolás Briceño power station,Planta Termoeléctrica Antonio Nicolás Briceño,1,1,gas_power_plant,Corpoelec (Corporación Eléctrica Nacional),Corpoelec (Corporación Eléctrica Nacional),Zulia,Venezuela,mothballed,mothballed_plus,2010,80,,MW,point,9.7828,-71.072,,https://gem.wiki/Antonio_Nicolás_Briceño_power_station,https://gem.wiki/Planta_Termoeléctrica_Antonio_Nicolás_Briceño
Araucária power station,Usina Elétrica a Gás de Araucária,1,1,gas_power_plant,U.E.G Araucária Ltda.,Copel - Companhia Paranaense de Energia [81.2%]; Petróleo Brasileiro S.A. (Petrobras) [18.8%],Paraná,Brazil,operating,operating,2002,484,,MW,point,-25.589,-49.355,,https://gem.wiki/Araucária_power_station,https://gem.wiki/Usina_Elétrica_a_Gás_de_Araucária
Argener power station,Central Térmica Argener,ARGETG01,ARGETG01,gas_power_plant,Siderca SA,Tenaris S.A.,Buenos Aires,Argentina,operating,operating,1998,163,,MW,point,-33.365,-60.144,,https://gem.wiki/Argener_power_station,https://gem.wiki/Central_Térmica_Argener
Arroyo Seco Dreyfus power station,Central Térmica Arroyo Seco Dreyfus,1,1,gas_power_plant,Grupo Albanesi,Grupo Albanesi,Santa Fe,Argentina,pre-construction,pre-construction,2024,130,,MW,point,-33.122,-60.523,,https://gem.wiki/Arroyo_Seco_Dreyfus_power_station,https://gem.wiki/Central_Térmica_Arroyo_Seco_Dreyfus
Atacama power station,Central Térmica Atacama,CC1,CC1,gas_power_plant,Gasatacama Chile S.A.,Enel SpA,Antofagasta,Chile,operating,operating,1999,366,,MW,point,-23.09,-70.417,,https://gem.wiki/Atacama_power_station,https://gem.wiki/Central_Térmica_Atacama
Atacama power station,Central Térmica Atacama,CC2,CC2,gas_power_plant,Gasatacama Chile S.A.,Enel SpA,Antofagasta,Chile,operating,operating,2000,366,,MW,point,-23.09,-70.417,,https://gem.wiki/Atacama_power_station,https://gem.wiki/Central_Térmica_Atacama
Atiaia I power station,Usina Termelétrica Atiaia I,1,1,gas_power_plant,Ponte Nova Energia,Ponte Nova Energia,Piauí,Brazil,announced,proposed_plus,,300,,MW,point,-5.0716,-42.8,,https://www.gem.wiki/Atiaia_I_power_station,https://www.gem.wiki/Atiaia_I_power_station
Atlantica Nuevo Pemex cogen power station,Central de cogeneración Atlantica Nuevo Pemex,1,1,gas_power_plant,Atlantica Sustainable Infrastructure,Atlantica Sustainable Infrastructure,Tabasco,Mexico,operating,operating,2013,150,,MW,point,17.859,-93.118,,https://www.gem.wiki/Atlantica_Nuevo_Pemex_cogen_power_station,https://www.gem.wiki/Atlantica_Nuevo_Pemex_cogen_power_station
Atlantica Nuevo Pemex cogen power station,Central de cogeneración Atlantica Nuevo Pemex,2,2,gas_power_plant,Atlantica Sustainable Infrastructure,Atlantica Sustainable Infrastructure,Tabasco,Mexico,operating,operating,2013,150,,MW,point,17.859,-93.118,,https://www.gem.wiki/Atlantica_Nuevo_Pemex_cogen_power_station,https://www.gem.wiki/Atlantica_Nuevo_Pemex_cogen_power_station
Atlântico Sul Energia power station,Usina Termelétrica Atlântico Sul Energia,1,1,gas_power_plant,Atlântico Sul Energia Térmica SPE Ltda,Atlântico Sul Energia Térmica SPE Ltda,Pernambuco,Brazil,announced,proposed_plus,,608,,MW,point,-8.3659,-34.969,,https://www.gem.wiki/Atlântico_Sul_Energia_power_station,https://www.gem.wiki/Atlântico_Sul_Energia_power_station
Atlântico Sul Energia power station,Usina Termelétrica Atlântico Sul Energia,2,2,gas_power_plant,Atlântico Sul Energia Térmica SPE Ltda,Atlântico Sul Energia Térmica SPE Ltda,Pernambuco,Brazil,announced,proposed_plus,,608,,MW,point,-8.3659,-34.969,,https://www.gem.wiki/Atlântico_Sul_Energia_power_station,https://www.gem.wiki/Atlântico_Sul_Energia_power_station
Aureliano Chaves power station,Usina Termelétrica Aureliano Chaves,1,1,gas_power_plant,Ibiritermo S.A.,Petróleo Brasileiro S.A. (Petrobras),Minas Gerais,Brazil,operating,operating,2002,226,,MW,point,-19.99,-44.098,,https://gem.wiki/Aureliano_Chaves_power_station,https://gem.wiki/Usina_Termelétrica_Aureliano_Chaves
Azulão power station,Usina Termelétrica Azulão,1-I,1-I,gas_power_plant,Eneva SA,Eneva SA,Amazonas,Brazil,pre-construction,pre-construction,2026,360,,MW,point,-2.7438,-58.18,,https://www.gem.wiki/Azul%C3%A3o_power_station,https://www.gem.wiki/Usina_Termel%C3%A9trica_Azul%C3%A3o
Azulão power station,Usina Termelétrica Azulão,1-V,1-V,gas_power_plant,Eneva SA,Eneva SA,Amazonas,Brazil,announced,proposed_plus,,230,,MW,point,-2.7438,-58.18,,https://www.gem.wiki/Azul%C3%A3o_power_station,https://www.gem.wiki/Usina_Termel%C3%A9trica_Azul%C3%A3o
Azulão power station,Usina Termelétrica Azulão,2-II-IV,2-II-IV,gas_power_plant,Eneva SA,Eneva SA,Amazonas,Brazil,pre-construction,pre-construction,2026,590,,MW,point,-2.7438,-58.18,,https://www.gem.wiki/Azul%C3%A3o_power_station,https://www.gem.wiki/Usina_Termel%C3%A9trica_Azul%C3%A3o
BEP TGLA power station,Usina Termelétrica BEP TGLA,1,1,gas_power_plant,BEP-Brazilian Energy Participações SA,BEP-Brazilian Energy Participações SA [unknown %],Amapá,Brazil,announced,proposed_plus,,288,,MW,point,-0.014538,-51.207,,https://www.gem.wiki/BEP_TGLA_power_station,https://www.gem.wiki/BEP_TGLA_power_station
Bahía Blanca power station,Central Térmica Bahía Blanca,BBLATV29,BBLATV29,gas_power_plant,Pampa Energia,Pampa Energia,Buenos Aires,Argentina,operating,operating,1989,310,,MW,point,-38.788,-62.254,,https://gem.wiki/Bahía_Blanca_power_station,https://gem.wiki/Central_Térmica_Bahía_Blanca
Bahía Blanca power station,Central Térmica Bahía Blanca,BBLATV30,BBLATV30,gas_power_plant,Pampa Energia,Pampa Energia,Buenos Aires,Argentina,operating,operating,1991,310,,MW,point,-38.788,-62.254,,https://gem.wiki/Bahía_Blanca_power_station,https://gem.wiki/Central_Térmica_Bahía_Blanca
Baixada Fluminense power station,Usina Termelétrica Baixada Fluminense,1,1,gas_power_plant,Petróleo Brasileiro S.A. (Petrobras),Petróleo Brasileiro S.A. (Petrobras),Rio de Janeiro,Brazil,operating,operating,2014,530,,MW,point,-22.723,-43.642,,https://gem.wiki/Baixada_Fluminense_power_station,https://gem.wiki/Usina_Termelétrica_Baixada_Fluminense
Baja California III power station,Planta CC Baja California III,1,1,gas_power_plant,Iberdrola México S.A. de C.V.,Iberdrola SA,Baja California,Mexico,operating,operating,2017,300,,MW,point,31.992,-116.85,,https://gem.wiki/Baja_California_III_power_station,https://gem.wiki/Planta_CC_Baja_California_III
Baja California IV power station,Central CC Baja California IV,1,1,gas_power_plant,Comisión Federal de Electricidad EPE,Comisión Federal de Electricidad EPE,Baja California,Mexico,pre-construction,pre-construction,2027,588,,MW,point,32.417,-115.25,,https://www.gem.wiki/Baja_California_IV_power_station,https://www.gem.wiki/Baja_California_IV_power_station
Baja California Sur power station,Planta CC Baja California Sur,1,1,gas_power_plant,Comisión Federal de Electricidad EPE,Comisión Federal de Electricidad EPE,Baja California Sur,Mexico,construction,construction_plus,2024-2026,327,,MW,point,24.105,-110.34,,https://gem.wiki/Baja_California_Sur_power_station,https://gem.wiki/Planta_CC_Baja_California_Sur
Bajío cogeneration power station,Planta de Cogeneración Bajío,1,1,gas_power_plant,Iberdrola Generación México,Iberdrola SA,Querétaro,Mexico,operating,operating,2018,52,,MW,point,20.381,-99.98,,https://gem.wiki/Bajío_cogeneration_power_station,https://gem.wiki/Planta_de_Cogeneración_Bajío
Bajío power station,Central CC Bajío,1,1,gas_power_plant,Saavi Energia,Global Infrastructure Partners,Guanajuato,Mexico,operating,operating,2002,626,,MW,point,21.245,-100.61,,https://gem.wiki/Bajío_power_station,https://gem.wiki/Central_CC_Bajío
Barbosa Lima Sobrinho power station,Usina Termelétrica Barbosa Lima Sobrinho,1,1,gas_power_plant,Petróleo Brasileiro S.A. (Petrobras),Petróleo Brasileiro S.A. (Petrobras),Rio de Janeiro,Brazil,operating,operating,2001,48.2,,MW,point,-22.72,-43.649,,https://gem.wiki/Barbosa_Lima_Sobrinho_power_station,https://gem.wiki/Usina_Termelétrica_Barbosa_Lima_Sobrinho
Barbosa Lima Sobrinho power station,Usina Termelétrica Barbosa Lima Sobrinho,2,2,gas_power_plant,Petróleo Brasileiro S.A. (Petrobras),Petróleo Brasileiro S.A. (Petrobras),Rio de Janeiro,Brazil,operating,operating,2001,48.2,,MW,point,-22.72,-43.649,,https://gem.wiki/Barbosa_Lima_Sobrinho_power_station,https://gem.wiki/Usina_Termelétrica_Barbosa_Lima_Sobrinho
Barbosa Lima Sobrinho power station,Usina Termelétrica Barbosa Lima Sobrinho,3,3,gas_power_plant,Petróleo Brasileiro S.A. (Petrobras),Petróleo Brasileiro S.A. (Petrobras),Rio de Janeiro,Brazil,operating,operating,2001,48.2,,MW,point,-22.72,-43.649,,https://gem.wiki/Barbosa_Lima_Sobrinho_power_station,https://gem.wiki/Usina_Termelétrica_Barbosa_Lima_Sobrinho
Barbosa Lima Sobrinho power station,Usina Termelétrica Barbosa Lima Sobrinho,4,4,gas_power_plant,Petróleo Brasileiro S.A. (Petrobras),Petróleo Brasileiro S.A. (Petrobras),Rio de Janeiro,Brazil,operating,operating,2001,48.2,,MW,point,-22.72,-43.649,,https://gem.wiki/Barbosa_Lima_Sobrinho_power_station,https://gem.wiki/Usina_Termelétrica_Barbosa_Lima_Sobrinho
Barbosa Lima Sobrinho power station,Usina Termelétrica Barbosa Lima Sobrinho,5,5,gas_power_plant,Petróleo Brasileiro S.A. (Petrobras),Petróleo Brasileiro S.A. (Petrobras),Rio de Janeiro,Brazil,operating,operating,2001,48.2,,MW,point,-22.72,-43.649,,https://gem.wiki/Barbosa_Lima_Sobrinho_power_station,https://gem.wiki/Usina_Termelétrica_Barbosa_Lima_Sobrinho
Barbosa Lima Sobrinho power station,Usina Termelétrica Barbosa Lima Sobrinho,6,6,gas_power_plant,Petróleo Brasileiro S.A. (Petrobras),Petróleo Brasileiro S.A. (Petrobras),Rio de Janeiro,Brazil,operating,operating,2001,48.2,,MW,point,-22.72,-43.649,,https://gem.wiki/Barbosa_Lima_Sobrinho_power_station,https://gem.wiki/Usina_Termelétrica_Barbosa_Lima_Sobrinho
Barbosa Lima Sobrinho power station,Usina Termelétrica Barbosa Lima Sobrinho,7,7,gas_power_plant,Petróleo Brasileiro S.A. (Petrobras),Petróleo Brasileiro S.A. (Petrobras),Rio de Janeiro,Brazil,operating,operating,2001,48.2,,MW,point,-22.72,-43.649,,https://gem.wiki/Barbosa_Lima_Sobrinho_power_station,https://gem.wiki/Usina_Termelétrica_Barbosa_Lima_Sobrinho
Barbosa Lima Sobrinho power station,Usina Termelétrica Barbosa Lima Sobrinho,8,8,gas_power_plant,Petróleo Brasileiro S.A. (Petrobras),Petróleo Brasileiro S.A. (Petrobras),Rio de Janeiro,Brazil,operating,operating,2001,48.2,,MW,point,-22.72,-43.649,,https://gem.wiki/Barbosa_Lima_Sobrinho_power_station,https://gem.wiki/Usina_Termelétrica_Barbosa_Lima_Sobrinho
Barcazas Josefa Rufina y Margarita power station,Termoeléctrica De Las Barcazas Josefa Rufina y Margarita,Josefa Rufina,Josefa Rufina,gas_power_plant,Corpoelec (Corporación Eléctrica Nacional),Corpoelec (Corporación Eléctrica Nacional),La Guaira,Venezuela,mothballed,mothballed_plus,2011,170,,MW,point,10.588,-67.08,,https://gem.wiki/Barcazas_Josefa_Rufina_y_Margarita_power_station,https://gem.wiki/Termoeléctrica_De_Las_Barcazas_Josefa_Rufina_y_Margarita
Barcazas Josefa Rufina y Margarita power station,Termoeléctrica De Las Barcazas Josefa Rufina y Margarita,Margarita,Margarita,gas_power_plant,Corpoelec (Corporación Eléctrica Nacional),Corpoelec (Corporación Eléctrica Nacional),La Guaira,Venezuela,operating,operating,2011,170,,MW,point,10.588,-67.08,,https://gem.wiki/Barcazas_Josefa_Rufina_y_Margarita_power_station,https://gem.wiki/Termoeléctrica_De_Las_Barcazas_Josefa_Rufina_y_Margarita
Barker power station,Central Térmica Barker,CC,CC,gas_power_plant,MSU Energy,MSU Energy Holding Ltd,Buenos Aires,Argentina,operating,operating,2020,250,,MW,point,-37.548,-59.455,,https://gem.wiki/Barker_power_station,https://gem.wiki/Central_Térmica_Barker
Belém power station,Usina Termelétrica Belém,I,I,gas_power_plant,Atem Distribuidora de Petróleo SA,Atem Distribuidora de Petróleo SA,Pará,Brazil,announced,proposed_plus,,150,,MW,point,-1.4019,-48.493,,https://www.gem.wiki/Belém_power_station,https://www.gem.wiki/Belém_power_station
Belém power station,Usina Termelétrica Belém,II,II,gas_power_plant,Atem Distribuidora de Petróleo SA,Atem Distribuidora de Petróleo SA,Pará,Brazil,announced,proposed_plus,,150,,MW,point,-1.4019,-48.493,,https://www.gem.wiki/Belém_power_station,https://www.gem.wiki/Belém_power_station
Bicentenario power station,Central Térmica Bicentenario,CC,CC,gas_power_plant,Epec Generacion,Epec,Córdoba,Argentina,operating,operating,2010,466,,MW,point,-31.668,-63.834,,https://gem.wiki/Bicentenario_power_station,https://gem.wiki/Central_Térmica_Bicentenario
Bloque CCGN (Ecuador) power station,Central Bloque CCGN (Ecuador),1,1,gas_power_plant,,,Santa Elena,Ecuador,announced,proposed_plus,2026,400,,MW,point,-2.187,-80.838,,https://gem.wiki/Bloque_CCGN_(Ecuador)_power_station,https://www.gem.wiki/Central_Bloque_CCGN_(Ecuador)
Boca Chica power station,Central Termoeléctrica en Boca Chica,1,1,gas_power_plant,Karpowership Dominican Republic SAS,Karadeniz Holding,,Dominican Republic,cancelled,cancelled,,258,,MW,point,18.456,-69.611,,https://gem.wiki/Boca_Chica_power_station,https://www.gem.wiki/Central_Termoel%C3%A9ctrica_de_Boca_Chica
Boca de Jaruco power station,Central Termoeléctrica Boca de Jaruco,1,1,gas_power_plant,Energas S.A.,Sherritt International Corporation [33.3%]; CUPET-Union Cubapetroleo [33.3%]; UNE-Unión Eléctrica de Cuba [33.3%],Mayabeque,Cuba,operating,operating,2015,313,,MW,point,23.182,-82.017,,https://gem.wiki/Boca_de_Jaruco_power_station,https://gem.wiki/Central_Termoeléctrica_Boca_de_Jaruco
Bogue power station,Central eléctrica Bogue,1,1,gas_power_plant,Jamaica Public Service Company,Marubeni Corporation [40%]; Korea East-West Power Company Ltd [40%]; Government of Jamaica [19.9%]; other [0.1%],Cornwall,Jamaica,operating,operating,2016,120,,MW,point,18.452,-77.918,,https://gem.wiki/Bogue_power_station,https://www.gem.wiki/Central_el%C3%A9ctrica_Bogue
Braskem Idesa power station,Central eléctrica Braskem Idesa,1,1,gas_power_plant,"Braskem Idesa, S.A.P.I.",Braskem [75%]; Grupo Idesa [25%],Veracruz,Mexico,operating,operating,2016,176,,MW,point,18.067,-94.374,,https://gem.wiki/Braskem_Idesa_power_station,https://gem.wiki/Central_eléctrica_Braskem_Idesa
Brigadier López power station,Central Termoeléctrica Brigadier López,BLOPTG01,BLOPTG01,gas_power_plant,Central Puerto SA,Central Puerto SA,Santa Fe,Argentina,operating,operating,2012,280,,MW,point,-31.711,-60.781,,https://gem.wiki/Brigadier_López_power_station,https://gem.wiki/Central_Termoeléctrica_Brigadier_López
Brigadier López power station,Central Termoeléctrica Brigadier López,ST1,ST1,gas_power_plant,Central Puerto SA,Central Puerto SA,Santa Fe,Argentina,shelved,shelved,,140,,MW,point,-31.711,-60.781,,https://gem.wiki/Brigadier_López_power_station,https://gem.wiki/Central_Termoeléctrica_Brigadier_López
Bulo Bulo power station,Central Bulo Bulo,3,3,gas_power_plant,Chaco Energías SA,YPFB Corporación,Cochabamba,Bolivia,operating,operating,2014,50,,MW,point,-17.242,-64.541,,https://gem.wiki/Bulo_Bulo_power_station,https://gem.wiki/Central_Bulo_Bulo
CCC Norte IV (Lerdo) power station,Central CC Norte IV (Lerdo),1,1,gas_power_plant,Comisión Federal de Electricidad EPE,Comisión Federal de Electricidad EPE,Durango,Mexico,pre-construction,pre-construction,2023-2027,455,,MW,point,25.538,-103.53,,https://gem.wiki/CCC_Norte_IV_(Lerdo)_power_station,https://gem.wiki/Central_CC_Norte_IV_(Lerdo)
CCC Norte-III power station,Central CC Norte III,1,1,gas_power_plant,"Abeinsa Juárez N-III, S.A. de C.V.",Macquarie Group Limited [45.5%]; InfraRed [35.5%]; Invex Infraestructura [10%]; Techint S.A. de C.V. [9%],Chihuahua,Mexico,operating,operating,2020,453,,MW,point,31.676,-106.42,,https://gem.wiki/CCC_Norte-III_power_station,https://gem.wiki/Central_CC_Norte_III
CCC Norte-III power station,Central CC Norte III,2,2,gas_power_plant,"Abeinsa Juárez N-III, S.A. de C.V.",Macquarie Group Limited [45.5%]; InfraRed [35.5%]; Invex Infraestructura [10%]; Techint S.A. de C.V. [9%],Chihuahua,Mexico,operating,operating,2020,453,,MW,point,31.676,-106.42,,https://gem.wiki/CCC_Norte-III_power_station,https://gem.wiki/Central_CC_Norte_III
CELCSA cogeneration power station,Planta de Cogeneración Cosoleacaque,1,1,gas_power_plant,ContourGlobal Terra 3 S.à.r.l,ContourGlobal plc,Veracruz,Mexico,operating,operating,2014,118,,MW,point,18.039,-94.597,,https://gem.wiki/CELCSA_cogeneration_power_station,https://gem.wiki/Planta_de_Cogeneración_Cosoleacaque
Cactus Cogen power station,Central de Cogeneración Cactus,1,1,gas_power_plant,Pemex-Transformación Industrial,Petróleos Mexicanos,Tabasco,Mexico,cancelled,cancelled,,530,,MW,point,17.989,-92.948,,https://gem.wiki/Cactus_Cogen_power_station,https://www.gem.wiki/Central_de_cogeneraci%C3%B3n_Cactus
Campeche power station,Central CC Campeche,1,1,gas_power_plant,Saavi Energia,Global Infrastructure Partners,Campeche,Mexico,operating,operating,2003,252,,MW,point,17.94,-91.733,,https://gem.wiki/Campeche_power_station,https://gem.wiki/Central_CC_Campeche
Cancún I power station,Central eléctrica Cancún I,1,1,gas_power_plant,Comisión Federal de Electricidad EPE,Comisión Federal de Electricidad EPE,Quintana Roo,Mexico,operating,operating,1979,102,,MW,point,21.069,-86.847,,https://gem.wiki/Cancún_I_power_station,https://gem.wiki/Central_eléctrica_Cancún_I
Candelaria power station,Central Térmica Candelaria,1,1,gas_power_plant,Colbún S.A.,Minera Valparaíso S.A. [49%]; Other [35%]; Antarchile S.A. [10%]; Administradora Fondo de Pensiones Habitat S.A. [6%],O'Higgins,Chile,operating,operating,2005,127,,MW,point,-34.034,-70.614,,https://gem.wiki/Candelaria_power_station,https://gem.wiki/Central_Térmica_Candelaria
Candelaria power station,Central Térmica Candelaria,2,2,gas_power_plant,Colbún S.A.,Minera Valparaíso S.A. [49%]; Other [35%]; Antarchile S.A. [10%]; Administradora Fondo de Pensiones Habitat S.A. [6%],O'Higgins,Chile,operating,operating,2005,127,,MW,point,-34.034,-70.614,,https://gem.wiki/Candelaria_power_station,https://gem.wiki/Central_Térmica_Candelaria
Canindé Energias power station,Usina Termelétrica Canindé Energias,1,1,gas_power_plant,Canindé Energias Ltda,Canindé Energias Ltda,Piauí,Brazil,announced,proposed_plus,,287,,MW,point,-5.2296,-42.803,,https://www.gem.wiki/Canindé_Energias_power_station,https://www.gem.wiki/Canindé_Energias_power_station
Carnaúba power station,Usina Termelétrica Carnaúba,1,1,gas_power_plant,Eneva SA,Eneva SA,Ceará,Brazil,announced,proposed_plus,,369,,MW,point,-3.7836,-38.809,,https://www.gem.wiki/Carnaúba_power_station,https://www.gem.wiki/Carnaúba_power_station
Carrasco power station,Termoeléctrica Carrasco,1,1,gas_power_plant,ENDE Valle Hermoso SA,ENDE (Empresa Nacional de Electricidad),Cochabamba,Bolivia,operating,operating,1996,63,,MW,point,-17.212,-64.528,,https://gem.wiki/Carrasco_power_station,https://gem.wiki/Termoeléctrica_Carrasco
Carrasco power station,Termoeléctrica Carrasco,2,2,gas_power_plant,ENDE Valle Hermoso SA,ENDE (Empresa Nacional de Electricidad),Cochabamba,Bolivia,operating,operating,1996,63,,MW,point,-17.212,-64.528,,https://gem.wiki/Carrasco_power_station,https://gem.wiki/Termoeléctrica_Carrasco
Carrasco power station,Termoeléctrica Carrasco,ST,ST,gas_power_plant,ENDE Valle Hermoso SA,ENDE (Empresa Nacional de Electricidad),Cochabamba,Bolivia,announced,proposed_plus,,52,,MW,point,-17.212,-64.528,,https://gem.wiki/Carrasco_power_station,https://gem.wiki/Termoeléctrica_Carrasco
Cartagena power station,Central Termoeléctrica Cartagena,1,1,gas_power_plant,Emgesa SA ESP,Enel SpA [57.3%]; Grupo Energía Bogotá SA ESP [42.5%],Bolívar,Colombia,operating,operating,1973,62,,MW,point,10.355,-75.511,,https://gem.wiki/Cartagena_power_station,https://gem.wiki/Central_Termoeléctrica_Cartagena
Cartagena power station,Central Termoeléctrica Cartagena,2,2,gas_power_plant,Emgesa SA ESP,Enel SpA [57.3%]; Grupo Energía Bogotá SA ESP [42.5%],Bolívar,Colombia,operating,operating,1976,56,,MW,point,10.355,-75.511,,https://gem.wiki/Cartagena_power_station,https://gem.wiki/Central_Termoeléctrica_Cartagena
